average_price,4046,4225,4770,small_bags,large_bags,xlarge_bags,type,year,geography,week,location_level,location_lat,location_lon
1.9,28.65,88.25,0.0,1035.28,17.83,0.0,organic,2015,Albany,41,Level 3,42.6525793,-73.7562317
1.75,2387.77,3377.79,0.0,0.0,1514.27,0.0,organic,2015,Atlanta,41,Level 3,33.748752,-84.38768449999999
1.53,459.96,5639.91,597.61,1033.33,1722.23,0.0,organic,2015,Baltimore/Washington,41,Level 3,39.1775921,-76.6683889
1.95,9.12,1160.59,0.0,0.0,227.23,0.0,organic,2015,Boise,41,Level 3,43.6150186,-116.2023137
1.26,12.33,386.4,0.0,7299.85,0.0,0.0,organic,2015,Boston,41,Level 3,42.3600825,-71.0588801
1.52,16.64,47.43,0.0,4109.39,2.64,0.0,organic,2015,Buffalo/Rochester,41,Level 3,43.15657789999999,-77.6088465
2.07,14400.49,48933.21,3.1,6607.58,60.0,0.0,organic,2015,California,41,Level 2,36.778261,-119.4179324
1.94,253.41,1370.54,1016.7,974.3,0.0,0.0,organic,2015,Charlotte,41,Level 3,35.2270869,-80.8431267
1.69,933.6,18480.44,0.0,106.67,0.0,0.0,organic,2015,Chicago,41,Level 3,41.8781136,-87.6297982
1.66,304.48,8500.97,0.0,443.33,611.97,0.0,organic,2015,Cincinnati/Dayton,41,Level 3,39.7589478,-84.1916069
1.27,463.25,2759.23,0.0,349.52,831.09,0.0,organic,2015,Columbus,41,Level 3,39.9611755,-82.99879419999999
1.48,6628.99,378.41,0.0,3636.66,3.33,0.0,organic,2015,Dallas/Ft. Worth,41,Level 3,32.7078751,-96.9209135
1.28,2269.21,4720.12,26.14,397.58,17325.45,0.0,organic,2015,Denver,41,Level 3,39.7392358,-104.990251
1.61,1111.36,4593.51,0.0,480.0,1324.87,0.0,organic,2015,Detroit,41,Level 3,42.331427,-83.0457538
1.74,517.94,835.92,0.0,300.0,0.0,0.0,organic,2015,Grand Rapids,41,Level 3,42.9633599,-85.6680863
1.6,6468.53,50913.46,0.0,5310.04,7226.9,0.0,organic,2015,Great Lakes,41,Level 2,45.0522366,-82.4846115
1.49,70.71,136.9,21.13,676.28,1544.54,0.0,organic,2015,Harrisburg/Scranton,41,Level 3,40.2731911,-76.8867008
2.27,97.26,2144.44,0.0,386.42,190.99,0.0,organic,2015,Hartford/Springfield,41,Level 3,41.7658043,-72.6733723
1.48,6510.89,106.8,0.0,4056.54,0.0,0.0,organic,2015,Houston,41,Level 3,29.7604267,-95.3698028
1.4,215.86,1146.18,0.0,176.67,491.41,0.0,organic,2015,Indianapolis,41,Level 3,39.768403,-86.158068
2.11,1536.09,43.53,26.35,1000.0,0.0,0.0,organic,2015,Jacksonville,41,Level 3,30.3321838,-81.65565099999999
2.22,1288.15,2770.52,0.0,296.66,0.0,0.0,organic,2015,Las Vegas,41,Level 3,36.171563,-115.1391009
1.72,8093.67,14759.53,3.18,5146.25,60.0,0.0,organic,2015,Los Angeles,41,Level 3,34.0549076,-118.242643
1.65,11.54,988.31,0.0,0.0,243.55,0.0,organic,2015,Louisville,41,Level 3,38.2526647,-85.7584557
1.51,12.93,3.98,0.0,1763.33,0.0,0.0,organic,2015,Miami/Ft. Lauderdale,41,Level 3,26.3013917,-80.6326916
1.53,2195.42,30952.79,3637.71,11437.45,11938.78,0.0,organic,2015,Midsouth,41,Level 2,,
1.55,609.97,3428.69,0.0,296.67,640.99,0.0,organic,2015,Nashville,41,Level 3,36.1626638,-86.7816016
1.54,398.98,94.98,0.0,2616.34,23.33,0.0,organic,2015,New Orleans/Mobile,41,Level 3,29.95106579999999,-90.0715323
2.09,1981.58,8760.24,233.98,301.04,1240.54,0.0,organic,2015,New York,41,Level 3,40.7127753,-74.0059728
1.69,3427.81,14320.5,234.48,30619.47,6495.18,0.0,organic,2015,Northeast,41,Level 2,43.2994285,-74.21793260000001
1.61,6.0,68.35,0.0,8675.25,0.0,0.0,organic,2015,Northern New England,41,Level 3,43.9653889,-70.8226541
2.05,1759.75,50.57,0.0,1475.62,0.0,0.0,organic,2015,Orlando,41,Level 3,28.5383832,-81.3789269
1.62,325.35,1595.95,16.5,147.0,2183.98,0.0,organic,2015,Philadelphia,41,Level 3,39.9525839,-75.1652215
1.91,5438.94,970.16,0.0,181.25,3.52,0.0,organic,2015,Phoenix/Tucson,41,Level 3,32.2539787,-110.9741769
1.45,447.03,53.1,0.0,622.67,243.59,0.0,organic,2015,Pittsburgh,41,Level 3,40.44062479999999,-79.9958864
1.82,3143.11,15072.15,41.32,6460.34,3706.02,0.0,organic,2015,Plains,41,Level 2,,
1.68,780.51,15805.53,3.31,14.73,9943.91,0.0,organic,2015,Portland,41,Level 3,45.515232,-122.6783853
1.59,42.36,2450.97,861.5,2405.52,923.08,0.0,organic,2015,Raleigh/Greensboro,41,Level 3,36.0755917,-79.7590191
1.31,34.1,2522.36,422.63,846.67,1868.24,0.0,organic,2015,Richmond/Norfolk,41,Level 3,37.5407246,-77.4360481
1.13,83.19,3470.24,0.0,543.34,4074.57,0.0,organic,2015,Roanoke,41,Level 3,37.2709704,-79.9414266
2.1,1179.15,3815.69,0.0,237.16,0.0,0.0,organic,2015,Sacramento,41,Level 3,38.5815719,-121.4943996
1.82,2112.25,4869.08,0.0,491.27,0.0,0.0,organic,2015,San Diego,41,Level 3,32.715738,-117.1610838
2.66,1046.84,12984.89,0.0,0.0,0.0,0.0,organic,2015,San Francisco,41,Level 3,37.7749295,-122.4194155
1.75,4297.16,13215.71,11.98,2.96,9222.24,0.0,organic,2015,Seattle,41,Level 3,47.6061389,-122.3328481
1.79,609.99,1494.47,511.45,1239.96,342.79,0.0,organic,2015,South Carolina,41,Level 3,33.836081,-81.1637245
1.51,26165.72,5052.77,0.0,26778.29,1220.7,0.0,organic,2015,South Central,41,Level 2,33.9891116,-118.2914872
1.78,9386.59,8347.0,819.17,12302.74,3066.99,0.0,organic,2015,Southeast,41,Level 2,,
1.8,242.52,1442.16,0.0,8.42,487.36,0.0,organic,2015,Spokane,41,Level 3,47.6579711,-117.4235319
1.57,1197.54,1561.3,0.0,76.67,1344.6,0.0,organic,2015,St. Louis,41,Level 3,38.6270025,-90.1994042
1.57,0.0,26.54,0.0,1572.59,0.0,0.0,organic,2015,Syracuse,41,Level 3,43.0481221,-76.14742439999999
1.5,4.85,1.28,0.0,1726.67,0.0,0.0,organic,2015,Tampa,41,Level 3,27.9516896,-82.45875269999999
1.69,93015.27,230653.61,4792.06,101953.72,89478.01,0.0,organic,2015,Total U.S.,41,Level 1,37.09024,-95.712891
1.66,27827.61,57061.73,56.28,2437.78,55763.45,0.0,organic,2015,West,41,Level 2,,
2.05,1544.38,3601.95,0.0,2173.33,26.77,0.0,organic,2015,West Tex/New Mexico,41,Level 3,31.75355119999999,-106.4917179
1.97,10.31,158.07,0.0,800.91,0.0,0.0,organic,2015,Albany,42,Level 3,42.6525793,-73.7562317
1.94,2169.0,2870.36,0.0,63.33,555.26,0.0,organic,2015,Atlanta,42,Level 3,33.748752,-84.38768449999999
1.54,772.28,6014.66,685.19,913.31,1830.52,0.0,organic,2015,Baltimore/Washington,42,Level 3,39.1775921,-76.6683889
2.05,10.44,836.3,0.0,116.67,205.85,0.0,organic,2015,Boise,42,Level 3,43.6150186,-116.2023137
1.26,19.93,488.69,0.0,6387.39,90.03,0.0,organic,2015,Boston,42,Level 3,42.3600825,-71.0588801
1.57,14.26,159.32,0.0,3160.8,0.0,0.0,organic,2015,Buffalo/Rochester,42,Level 3,43.15657789999999,-77.6088465
2.01,15960.2,48820.15,3.09,7988.73,1027.11,0.0,organic,2015,California,42,Level 2,36.778261,-119.4179324
1.97,336.37,1394.0,1143.22,807.6,0.0,0.0,organic,2015,Charlotte,42,Level 3,35.2270869,-80.8431267
1.79,1237.5,18374.81,0.0,206.67,0.0,0.0,organic,2015,Chicago,42,Level 3,41.8781136,-87.6297982
1.5,259.83,9299.99,0.0,293.33,2170.41,0.0,organic,2015,Cincinnati/Dayton,42,Level 3,39.7589478,-84.1916069
1.36,502.82,2726.7,0.0,227.49,678.75,0.0,organic,2015,Columbus,42,Level 3,39.9611755,-82.99879419999999
1.39,7657.06,253.39,0.0,3070.0,30.0,0.0,organic,2015,Dallas/Ft. Worth,42,Level 3,32.7078751,-96.9209135
1.3,2156.55,5707.23,26.07,434.23,17503.27,0.0,organic,2015,Denver,42,Level 3,39.7392358,-104.990251
1.65,1652.49,4374.48,0.0,393.33,1371.04,0.0,organic,2015,Detroit,42,Level 3,42.331427,-83.0457538
1.61,1156.71,650.48,0.0,283.33,55.48,0.0,organic,2015,Grand Rapids,42,Level 3,42.9633599,-85.6680863
1.6,9125.57,50799.97,0.0,6138.54,9174.3,0.0,organic,2015,Great Lakes,42,Level 2,45.0522366,-82.4846115
1.48,67.84,221.62,16.38,481.82,2351.84,0.0,organic,2015,Harrisburg/Scranton,42,Level 3,40.2731911,-76.8867008
2.18,32.76,1785.15,0.0,398.75,203.59,0.0,organic,2015,Hartford/Springfield,42,Level 3,41.7658043,-72.6733723
1.48,6905.95,39.52,0.0,3706.55,0.0,0.0,organic,2015,Houston,42,Level 3,29.7604267,-95.3698028
1.46,239.68,1072.14,0.0,503.33,575.5,0.0,organic,2015,Indianapolis,42,Level 3,39.768403,-86.158068
2.26,1601.22,44.61,14.87,506.67,0.0,0.0,organic,2015,Jacksonville,42,Level 3,30.3321838,-81.65565099999999
2.21,1353.82,2836.26,0.0,223.33,6.6,0.0,organic,2015,Las Vegas,42,Level 3,36.171563,-115.1391009
1.62,10370.68,16004.06,3.18,6393.48,966.31,0.0,organic,2015,Los Angeles,42,Level 3,34.0549076,-118.242643
1.52,20.5,1442.52,0.0,0.0,233.58,0.0,organic,2015,Louisville,42,Level 3,38.2526647,-85.7584557
1.51,6.97,14.56,0.0,880.0,0.0,0.0,organic,2015,Miami/Ft. Lauderdale,42,Level 3,26.3013917,-80.6326916
1.66,2657.09,31526.9,3739.04,13759.4,5394.85,0.0,organic,2015,Midsouth,42,Level 2,,
1.66,660.38,2930.12,0.0,930.0,158.9,0.0,organic,2015,Nashville,42,Level 3,36.1626638,-86.7816016
1.52,366.69,93.2,0.0,2688.57,0.0,0.0,organic,2015,New Orleans/Mobile,42,Level 3,29.95106579999999,-90.0715323
2.07,1528.22,9002.2,516.36,169.72,1719.37,0.0,organic,2015,New York,42,Level 3,40.7127753,-74.0059728
1.7,2862.61,14224.98,518.85,26508.59,6929.99,0.0,organic,2015,Northeast,42,Level 2,43.2994285,-74.21793260000001
1.63,1.19,76.18,0.0,7842.57,0.0,0.0,organic,2015,Northern New England,42,Level 3,43.9653889,-70.8226541
2.18,1876.78,48.04,0.0,880.0,0.0,0.0,organic,2015,Orlando,42,Level 3,28.5383832,-81.3789269
1.74,230.01,1600.51,15.55,111.28,1708.27,0.0,organic,2015,Philadelphia,42,Level 3,39.9525839,-75.1652215
1.84,10832.2,1317.09,0.0,166.14,42.12,0.0,organic,2015,Phoenix/Tucson,42,Level 3,32.2539787,-110.9741769
1.45,477.61,37.62,0.0,765.02,49.39,0.0,organic,2015,Pittsburgh,42,Level 3,40.44062479999999,-79.9958864
1.68,4213.37,14243.03,31.51,6944.31,6370.03,0.0,organic,2015,Plains,42,Level 2,,
1.78,800.44,12022.04,6.64,7.37,4753.72,0.0,organic,2015,Portland,42,Level 3,45.515232,-122.6783853
1.73,43.28,2506.16,698.19,2241.87,137.6,0.0,organic,2015,Raleigh/Greensboro,42,Level 3,36.0755917,-79.7590191
1.63,87.63,2410.99,385.81,1616.67,237.21,0.0,organic,2015,Richmond/Norfolk,42,Level 3,37.5407246,-77.4360481
1.58,60.95,3578.07,0.0,840.0,720.37,0.0,organic,2015,Roanoke,42,Level 3,37.2709704,-79.9414266
2.14,1221.59,4054.63,0.0,193.49,0.0,0.0,organic,2015,Sacramento,42,Level 3,38.5815719,-121.4943996
1.85,1707.43,5314.68,0.0,554.0,0.0,0.0,organic,2015,San Diego,42,Level 3,32.715738,-117.1610838
2.79,961.55,11680.56,0.0,0.0,0.0,0.0,organic,2015,San Francisco,42,Level 3,37.7749295,-122.4194155
1.88,4351.2,11840.73,19.98,1027.09,5893.95,0.0,organic,2015,Seattle,42,Level 3,47.6061389,-122.3328481
1.84,519.94,1511.8,500.03,1726.19,75.47,0.0,organic,2015,South Carolina,42,Level 3,33.836081,-81.1637245
1.49,30085.91,4880.71,0.0,24530.1,1047.22,0.0,organic,2015,South Central,42,Level 2,33.9891116,-118.2914872
1.91,9310.61,7824.11,841.73,9871.25,1207.11,0.0,organic,2015,Southeast,42,Level 2,,
1.89,233.83,1103.19,0.0,8.45,381.8,0.0,organic,2015,Spokane,42,Level 3,47.6579711,-117.4235319
1.26,1817.97,1798.19,0.0,56.67,3358.62,0.0,organic,2015,St. Louis,42,Level 3,38.6270025,-90.1994042
1.61,0.0,59.14,0.0,1336.72,2.68,0.0,organic,2015,Syracuse,42,Level 3,43.0481221,-76.14742439999999
1.49,1.0,1.28,0.0,1160.0,0.0,0.0,organic,2015,Tampa,42,Level 3,27.9516896,-82.45875269999999
1.71,108697.64,224038.49,5199.73,101575.52,78523.48,0.0,organic,2015,Total U.S.,42,Level 1,37.09024,-95.712891
1.69,34482.28,51718.64,65.51,5834.58,47372.82,0.0,organic,2015,West,42,Level 2,,
2.02,1523.54,3491.3,0.0,2606.66,42.86,0.0,organic,2015,West Tex/New Mexico,42,Level 3,31.75355119999999,-106.4917179
1.83,49.27,148.96,0.0,963.67,0.0,0.0,organic,2015,Albany,43,Level 3,42.6525793,-73.7562317
1.87,2441.49,2684.67,0.0,180.0,170.61,0.0,organic,2015,Atlanta,43,Level 3,33.748752,-84.38768449999999
1.59,998.73,6750.34,768.94,926.69,1778.68,0.0,organic,2015,Baltimore/Washington,43,Level 3,39.1775921,-76.6683889
1.95,14.34,690.76,3.91,220.0,177.4,0.0,organic,2015,Boise,43,Level 3,43.6150186,-116.2023137
1.27,11.38,407.12,0.0,6608.59,1444.15,0.0,organic,2015,Boston,43,Level 3,42.3600825,-71.0588801
1.55,20.19,123.59,0.0,2871.0,6.67,0.0,organic,2015,Buffalo/Rochester,43,Level 3,43.15657789999999,-77.6088465
1.64,20902.94,66867.39,0.0,15174.85,972.85,0.0,organic,2015,California,43,Level 2,36.778261,-119.4179324
1.93,342.3,1551.67,1123.58,833.46,0.0,0.0,organic,2015,Charlotte,43,Level 3,35.2270869,-80.8431267
1.61,1033.01,21495.92,0.0,120.0,0.0,0.0,organic,2015,Chicago,43,Level 3,41.8781136,-87.6297982
1.56,416.07,8846.71,0.0,463.33,800.84,0.0,organic,2015,Cincinnati/Dayton,43,Level 3,39.7589478,-84.1916069
1.44,577.08,2725.99,0.0,468.9,238.35,0.0,organic,2015,Columbus,43,Level 3,39.9611755,-82.99879419999999
1.48,7509.17,329.44,0.0,5410.0,10.0,0.0,organic,2015,Dallas/Ft. Worth,43,Level 3,32.7078751,-96.9209135
1.27,1813.92,6320.58,36.17,447.68,21413.96,0.0,organic,2015,Denver,43,Level 3,39.7392358,-104.990251
1.8,1520.03,5456.64,0.0,383.33,535.81,0.0,organic,2015,Detroit,43,Level 3,42.331427,-83.0457538
1.57,946.43,692.85,0.0,193.33,147.81,0.0,organic,2015,Grand Rapids,43,Level 3,42.9633599,-85.6680863
1.58,9037.35,54687.19,108.75,7451.64,5781.7,0.0,organic,2015,Great Lakes,43,Level 2,45.0522366,-82.4846115
1.79,82.55,166.6,19.61,490.21,687.1,0.0,organic,2015,Harrisburg/Scranton,43,Level 3,40.2731911,-76.8867008
1.98,54.15,2232.58,9.72,339.5,1249.58,0.0,organic,2015,Hartford/Springfield,43,Level 3,41.7658043,-72.6733723
1.48,7202.98,65.11,0.0,4177.3,0.0,0.0,organic,2015,Houston,43,Level 3,29.7604267,-95.3698028
1.62,227.83,1202.07,0.0,446.67,271.22,0.0,organic,2015,Indianapolis,43,Level 3,39.768403,-86.158068
1.89,1616.67,27.1,9.03,436.67,0.0,0.0,organic,2015,Jacksonville,43,Level 3,30.3321838,-81.65565099999999
2.16,1225.4,2724.11,0.0,256.67,16.44,0.0,organic,2015,Las Vegas,43,Level 3,36.171563,-115.1391009
1.41,13800.24,21060.95,0.0,12992.81,945.38,0.0,organic,2015,Los Angeles,43,Level 3,34.0549076,-118.242643
1.64,69.06,1631.97,0.0,0.0,78.42,0.0,organic,2015,Louisville,43,Level 3,38.2526647,-85.7584557
1.5,6.28,5.28,0.0,1473.33,0.0,0.0,organic,2015,Miami/Ft. Lauderdale,43,Level 3,26.3013917,-80.6326916
1.7,2906.9,33178.27,4270.62,12052.62,3508.58,0.0,organic,2015,Midsouth,43,Level 2,,
1.69,668.25,3697.25,0.0,643.33,68.34,0.0,organic,2015,Nashville,43,Level 3,36.1626638,-86.7816016
1.45,251.07,94.92,0.0,2968.77,0.0,0.0,organic,2015,New Orleans/Mobile,43,Level 3,29.95106579999999,-90.0715323
1.94,2675.93,8966.26,411.18,187.0,3487.06,0.0,organic,2015,New York,43,Level 3,40.7127753,-74.0059728
1.69,4847.06,15489.48,457.14,27679.02,8329.76,0.0,organic,2015,Northeast,43,Level 2,43.2994285,-74.21793260000001
1.61,8.31,84.27,0.0,7765.49,0.0,0.0,organic,2015,Northern New England,43,Level 3,43.9653889,-70.8226541
1.85,2019.57,8.83,0.0,876.67,0.0,0.0,organic,2015,Orlando,43,Level 3,28.5383832,-81.3789269
1.86,441.78,1817.74,15.61,72.11,907.4,0.0,organic,2015,Philadelphia,43,Level 3,39.9525839,-75.1652215
1.52,8001.76,1140.49,0.0,143.33,22.41,0.0,organic,2015,Phoenix/Tucson,43,Level 3,32.2539787,-110.9741769
1.47,594.36,27.33,0.0,1328.55,22.77,0.0,organic,2015,Pittsburgh,43,Level 3,40.44062479999999,-79.9958864
1.64,3595.24,13212.07,311.49,7405.56,6192.92,0.0,organic,2015,Plains,43,Level 2,,
1.74,628.45,9578.24,6.63,36.85,6246.22,0.0,organic,2015,Portland,43,Level 3,45.515232,-122.6783853
1.78,32.54,2451.58,1023.16,2102.2,48.29,0.0,organic,2015,Raleigh/Greensboro,43,Level 3,36.0755917,-79.7590191
1.66,58.25,2344.49,371.33,1176.66,223.82,0.0,organic,2015,Richmond/Norfolk,43,Level 3,37.5407246,-77.4360481
1.56,62.3,3016.52,0.0,690.0,567.59,0.0,organic,2015,Roanoke,43,Level 3,37.2709704,-79.9414266
1.86,1291.46,4345.56,0.0,222.09,0.0,0.0,organic,2015,Sacramento,43,Level 3,38.5815719,-121.4943996
1.65,1955.4,6641.62,0.0,561.7,5.47,0.0,organic,2015,San Diego,43,Level 3,32.715738,-117.1610838
1.94,1334.41,17960.82,0.0,15.98,0.0,0.0,organic,2015,San Francisco,43,Level 3,37.7749295,-122.4194155
1.74,3749.12,11950.72,63.86,647.47,9346.56,0.0,organic,2015,Seattle,43,Level 3,47.6061389,-122.3328481
1.77,600.72,1367.39,589.03,2089.42,16.88,0.0,organic,2015,South Carolina,43,Level 3,33.836081,-81.1637245
1.52,30226.86,4503.52,0.0,30802.1,175.82,0.0,organic,2015,South Central,43,Level 2,33.9891116,-118.2914872
1.78,10168.8,7181.54,911.72,11094.73,349.81,0.0,organic,2015,Southeast,43,Level 2,,
1.99,220.69,810.37,0.0,0.0,374.69,0.0,organic,2015,Spokane,43,Level 3,47.6579711,-117.4235319
1.2,1676.18,1349.56,227.92,40.0,3288.14,0.0,organic,2015,St. Louis,43,Level 3,38.6270025,-90.1994042
1.6,0.0,91.58,0.0,1474.75,0.0,0.0,organic,2015,Syracuse,43,Level 3,43.0481221,-76.14742439999999
1.49,2.0,0.0,0.0,1096.67,0.0,0.0,organic,2015,Tampa,43,Level 3,27.9516896,-82.45875269999999
1.62,109006.18,244222.97,6181.13,116814.8,84605.46,0.0,organic,2015,Total U.S.,43,Level 1,37.09024,-95.712891
1.59,27321.04,49103.5,121.41,5154.29,59294.01,0.0,organic,2015,West,43,Level 2,,
2.0,1235.04,2895.73,0.0,2316.67,0.0,0.0,organic,2015,West Tex/New Mexico,43,Level 3,31.75355119999999,-106.4917179
1.88,11.47,137.58,0.0,872.63,0.0,0.0,organic,2015,Albany,44,Level 3,42.6525793,-73.7562317
1.79,2074.17,2536.89,0.0,290.0,544.02,0.0,organic,2015,Atlanta,44,Level 3,33.748752,-84.38768449999999
1.6,3323.3,4105.67,687.55,935.87,368.7,0.0,organic,2015,Baltimore/Washington,44,Level 3,39.1775921,-76.6683889
1.16,2.6,1411.88,3.9,257.15,1092.35,0.0,organic,2015,Boise,44,Level 3,43.6150186,-116.2023137
1.3,14.71,574.96,0.0,6093.84,482.53,0.0,organic,2015,Boston,44,Level 3,42.3600825,-71.0588801
1.55,14.25,92.6,0.0,2631.39,0.0,0.0,organic,2015,Buffalo/Rochester,44,Level 3,43.15657789999999,-77.6088465
1.6,20050.21,63408.14,0.0,20158.5,714.34,0.0,organic,2015,California,44,Level 2,36.778261,-119.4179324
1.92,317.46,1300.88,1100.02,789.27,0.0,0.0,organic,2015,Charlotte,44,Level 3,35.2270869,-80.8431267
1.6,936.9,23373.58,0.0,140.0,0.0,0.0,organic,2015,Chicago,44,Level 3,41.8781136,-87.6297982
1.61,287.24,7556.8,0.0,326.67,1328.53,0.0,organic,2015,Cincinnati/Dayton,44,Level 3,39.7589478,-84.1916069
1.47,393.15,2899.9,0.0,257.61,283.76,0.0,organic,2015,Columbus,44,Level 3,39.9611755,-82.99879419999999
1.41,6449.72,268.05,0.0,5533.05,0.0,0.0,organic,2015,Dallas/Ft. Worth,44,Level 3,32.7078751,-96.9209135
1.26,5850.87,6277.42,29.31,506.71,17139.68,0.0,organic,2015,Denver,44,Level 3,39.7392358,-104.990251
1.85,1553.13,5744.36,0.0,190.0,621.81,0.0,organic,2015,Detroit,44,Level 3,42.331427,-83.0457538
1.6,984.57,506.83,0.0,103.33,46.16,0.0,organic,2015,Grand Rapids,44,Level 3,42.9633599,-85.6680863
1.59,7785.24,54952.19,261.3,5592.13,6995.92,0.0,organic,2015,Great Lakes,44,Level 2,45.0522366,-82.4846115
2.02,148.85,142.9,20.91,427.6,231.55,0.0,organic,2015,Harrisburg/Scranton,44,Level 3,40.2731911,-76.8867008
1.96,88.45,2399.47,9.72,1390.22,289.97,0.0,organic,2015,Hartford/Springfield,44,Level 3,41.7658043,-72.6733723
1.49,5544.81,62.57,0.0,3769.66,0.0,0.0,organic,2015,Houston,44,Level 3,29.7604267,-95.3698028
1.55,179.56,1061.64,0.0,276.67,388.53,0.0,organic,2015,Indianapolis,44,Level 3,39.768403,-86.158068
1.82,1331.43,21.71,12.57,743.33,0.0,0.0,organic,2015,Jacksonville,44,Level 3,30.3321838,-81.65565099999999
1.88,1735.17,3115.3,0.0,153.33,0.0,0.0,organic,2015,Las Vegas,44,Level 3,36.171563,-115.1391009
1.36,13987.25,20741.07,0.0,17485.6,602.05,0.0,organic,2015,Los Angeles,44,Level 3,34.0549076,-118.242643
1.65,48.5,835.97,0.0,43.33,228.32,0.0,organic,2015,Louisville,44,Level 3,38.2526647,-85.7584557
1.5,3.95,1.32,0.0,1946.67,3.33,0.0,organic,2015,Miami/Ft. Lauderdale,44,Level 3,26.3013917,-80.6326916
1.61,5463.85,26550.99,3798.97,12311.91,6781.35,0.0,organic,2015,Midsouth,44,Level 2,,
1.63,580.21,3237.25,0.0,883.33,264.31,0.0,organic,2015,Nashville,44,Level 3,36.1626638,-86.7816016
1.67,334.79,94.74,0.0,1280.49,3.33,0.0,organic,2015,New Orleans/Mobile,44,Level 3,29.95106579999999,-90.0715323
2.09,3272.39,8029.19,707.98,320.72,92.32,0.0,organic,2015,New York,44,Level 3,40.7127753,-74.0059728
1.74,5160.45,14384.31,718.43,26937.17,1754.85,0.0,organic,2015,Northeast,44,Level 2,43.2994285,-74.21793260000001
1.62,13.04,88.91,0.0,8158.3,0.0,0.0,organic,2015,Northern New England,44,Level 3,43.9653889,-70.8226541
1.8,1849.9,18.78,0.0,1258.58,0.0,0.0,organic,2015,Orlando,44,Level 3,28.5383832,-81.3789269
2.06,503.42,1619.84,10.89,89.98,146.96,0.0,organic,2015,Philadelphia,44,Level 3,39.9525839,-75.1652215
1.7,7091.78,1301.83,0.0,238.92,5.59,0.0,organic,2015,Phoenix/Tucson,44,Level 3,32.2539787,-110.9741769
1.46,399.03,57.98,0.0,694.95,231.16,0.0,organic,2015,Pittsburgh,44,Level 3,40.44062479999999,-79.9958864
1.55,3813.38,13357.17,448.11,8910.32,7908.76,0.0,organic,2015,Plains,44,Level 2,,
0.98,1163.61,21981.81,46.41,7849.49,31551.08,0.0,organic,2015,Portland,44,Level 3,45.515232,-122.6783853
1.65,77.02,2249.16,707.61,2156.74,486.46,0.0,organic,2015,Raleigh/Greensboro,44,Level 3,36.0755917,-79.7590191
1.4,105.26,2108.83,385.95,806.66,1253.09,0.0,organic,2015,Richmond/Norfolk,44,Level 3,37.5407246,-77.4360481
1.19,96.48,2646.44,0.0,536.67,2505.29,0.0,organic,2015,Roanoke,44,Level 3,37.2709704,-79.9414266
1.9,1136.13,4277.28,0.0,66.29,0.0,0.0,organic,2015,Sacramento,44,Level 3,38.5815719,-121.4943996
1.64,1478.71,7160.95,0.0,775.12,41.61,0.0,organic,2015,San Diego,44,Level 3,32.715738,-117.1610838
2.01,1359.92,16197.47,0.0,25.54,0.0,0.0,organic,2015,San Francisco,44,Level 3,37.7749295,-122.4194155
1.25,7748.21,20764.48,418.71,9127.53,17108.37,0.0,organic,2015,Seattle,44,Level 3,47.6061389,-122.3328481
1.75,506.15,1292.31,526.49,1626.03,101.17,0.0,organic,2015,South Carolina,44,Level 3,33.836081,-81.1637245
1.51,24717.23,4952.41,0.0,26999.58,397.27,0.0,organic,2015,South Central,44,Level 2,33.9891116,-118.2914872
1.73,8836.49,6600.41,820.95,12660.01,1060.88,0.0,organic,2015,Southeast,44,Level 2,,
1.33,158.11,1585.47,0.0,0.0,1469.42,0.0,organic,2015,Spokane,44,Level 3,47.6579711,-117.4235319
1.04,1566.6,975.77,277.51,603.79,3765.81,0.0,organic,2015,St. Louis,44,Level 3,38.6270025,-90.1994042
1.65,1.21,76.09,0.0,961.37,0.0,0.0,organic,2015,Syracuse,44,Level 3,43.0481221,-76.14742439999999
1.5,8.66,0.0,0.0,1530.0,3.33,0.0,organic,2015,Tampa,44,Level 3,27.9516896,-82.45875269999999
1.47,113380.29,262559.59,6583.03,139244.36,126021.9,0.0,organic,2015,Total U.S.,44,Level 1,37.09024,-95.712891
1.23,37553.46,78353.97,535.26,25674.73,100408.5,0.0,organic,2015,West,44,Level 2,,
1.92,1652.42,3123.83,0.0,2520.0,0.0,0.0,organic,2015,West Tex/New Mexico,44,Level 3,31.75355119999999,-106.4917179
1.88,20.08,351.4,0.0,960.79,0.0,0.0,organic,2015,Albany,45,Level 3,42.6525793,-73.7562317
1.74,1904.89,2047.54,0.0,843.33,521.97,0.0,organic,2015,Atlanta,45,Level 3,33.748752,-84.38768449999999
1.65,2700.66,2975.05,566.83,846.82,69.67,0.0,organic,2015,Baltimore/Washington,45,Level 3,39.1775921,-76.6683889
1.5,12.99,732.62,0.0,43.3,270.78,0.0,organic,2015,Boise,45,Level 3,43.6150186,-116.2023137
1.22,13.29,486.67,0.0,6990.96,16.77,0.0,organic,2015,Boston,45,Level 3,42.3600825,-71.0588801
1.55,2.38,141.17,0.0,3888.43,0.0,0.0,organic,2015,Buffalo/Rochester,45,Level 3,43.15657789999999,-77.6088465
1.66,17074.6,62469.04,0.0,20005.46,1771.05,0.0,organic,2015,California,45,Level 2,36.778261,-119.4179324
1.91,332.85,1195.59,751.01,820.32,3.33,0.0,organic,2015,Charlotte,45,Level 3,35.2270869,-80.8431267
