date,average_price,type,year,geography,location_level,location_lat,location_lon
2015-06-14,1.08,conventional,2015,Portland,Level 3,45.515232,-122.6783853
2015-06-14,1.91,organic,2015,Portland,Level 3,45.515232,-122.6783853
2015-06-14,1.11,conventional,2015,Raleigh/Greensboro,Level 3,36.0755917,-79.7590191
2015-06-14,1.75,organic,2015,Raleigh/Greensboro,Level 3,36.0755917,-79.7590191
2015-06-14,0.98,conventional,2015,Richmond/Norfolk,Level 3,37.5407246,-77.4360481
2015-06-14,1.33,organic,2015,Richmond/Norfolk,Level 3,37.5407246,-77.4360481
2015-06-14,1.02,conventional,2015,Roanoke,Level 3,37.2709704,-79.9414266
2015-06-14,1.16,organic,2015,Roanoke,Level 3,37.2709704,-79.9414266
2015-06-14,1.22,conventional,2015,Sacramento,Level 3,38.5815719,-121.4943996
2015-06-14,1.81,organic,2015,Sacramento,Level 3,38.5815719,-121.4943996
2015-06-14,0.87,conventional,2015,San Diego,Level 3,32.715738,-117.1610838
2015-06-14,1.53,organic,2015,San Diego,Level 3,32.715738,-117.1610838
2015-06-14,1.51,conventional,2015,San Francisco,Level 3,37.7749295,-122.4194155
2015-06-14,1.95,organic,2015,San Francisco,Level 3,37.7749295,-122.4194155
2015-06-14,1.18,conventional,2015,Seattle,Level 3,47.6061389,-122.3328481
2015-06-14,2.03,organic,2015,Seattle,Level 3,47.6061389,-122.3328481
2015-06-14,1.1,conventional,2015,South Carolina,Level 3,33.836081,-81.1637245
2015-06-14,1.99,organic,2015,South Carolina,Level 3,33.836081,-81.1637245
2015-06-14,0.69,conventional,2015,South Central,Level 2,33.9891116,-118.2914872
2015-06-14,1.38,organic,2015,South Central,Level 2,33.9891116,-118.2914872
2015-06-14,1.15,conventional,2015,Southeast,Level 2,,
2015-06-14,1.87,organic,2015,Southeast,Level 2,,
2015-06-14,1.13,conventional,2015,Spokane,Level 3,47.6579711,-117.4235319
2015-06-14,1.88,organic,2015,Spokane,Level 3,47.6579711,-117.4235319
2015-06-14,1.28,conventional,2015,St. Louis,Level 3,38.6270025,-90.1994042
2015-06-14,1.85,organic,2015,St. Louis,Level 3,38.6270025,-90.1994042
2015-06-14,1.35,conventional,2015,Syracuse,Level 3,43.0481221,-76.14742439999999
2015-06-14,1.91,organic,2015,Syracuse,Level 3,43.0481221,-76.14742439999999
2015-06-14,1.17,conventional,2015,Tampa,Level 3,27.9516896,-82.45875269999999
2015-06-14,1.73,organic,2015,Tampa,Level 3,27.9516896,-82.45875269999999
2015-06-14,0.98,conventional,2015,Total U.S.,Level 1,37.09024,-95.712891
2015-06-14,1.68,organic,2015,Total U.S.,Level 1,37.09024,-95.712891
2015-06-14,0.92,conventional,2015,West,Level 2,,
2015-06-14,1.71,organic,2015,West,Level 2,,
2015-06-14,0.7,conventional,2015,West Tex/New Mexico,Level 3,31.75355119999999,-106.4917179
2015-06-14,1.55,organic,2015,West Tex/New Mexico,Level 3,31.75355119999999,-106.4917179
2015-06-21,1.27,conventional,2015,Albany,Level 3,42.6525793,-73.7562317
2015-06-21,2.09,organic,2015,Albany,Level 3,42.6525793,-73.7562317
2015-06-21,0.99,conventional,2015,Atlanta,Level 3,33.748752,-84.38768449999999
2015-06-21,1.83,organic,2015,Atlanta,Level 3,33.748752,-84.38768449999999
2015-06-21,1.16,conventional,2015,Baltimore/Washington,Level 3,39.1775921,-76.6683889
2015-06-21,1.69,organic,2015,Baltimore/Washington,Level 3,39.1775921,-76.6683889
2015-06-21,1.06,conventional,2015,Boise,Level 3,43.6150186,-116.2023137
2015-06-21,1.49,organic,2015,Boise,Level 3,43.6150186,-116.2023137
2015-06-21,1.24,conventional,2015,Boston,Level 3,42.3600825,-71.0588801
2015-06-21,2.06,organic,2015,Boston,Level 3,42.3600825,-71.0588801
2015-06-21,1.5,conventional,2015,Buffalo/Rochester,Level 3,43.15657789999999,-77.6088465
2015-06-21,1.9,organic,2015,Buffalo/Rochester,Level 3,43.15657789999999,-77.6088465
2015-06-21,1.07,conventional,2015,California,Level 2,36.778261,-119.4179324
2015-06-21,1.69,organic,2015,California,Level 2,36.778261,-119.4179324
2015-06-21,1.17,conventional,2015,Charlotte,Level 3,35.2270869,-80.8431267
2015-06-21,2.19,organic,2015,Charlotte,Level 3,35.2270869,-80.8431267
2015-06-21,1.24,conventional,2015,Chicago,Level 3,41.8781136,-87.6297982
2015-06-21,1.82,organic,2015,Chicago,Level 3,41.8781136,-87.6297982
2015-06-21,1.02,conventional,2015,Cincinnati/Dayton,Level 3,39.7589478,-84.1916069
2015-06-21,1.39,organic,2015,Cincinnati/Dayton,Level 3,39.7589478,-84.1916069
2015-06-21,0.99,conventional,2015,Columbus,Level 3,39.9611755,-82.99879419999999
2015-06-21,1.35,organic,2015,Columbus,Level 3,39.9611755,-82.99879419999999
2015-06-21,0.75,conventional,2015,Dallas/Ft. Worth,Level 3,32.7078751,-96.9209135
2015-06-21,1.37,organic,2015,Dallas/Ft. Worth,Level 3,32.7078751,-96.9209135
2015-06-21,1.16,conventional,2015,Denver,Level 3,39.7392358,-104.990251
2015-06-21,1.43,organic,2015,Denver,Level 3,39.7392358,-104.990251
2015-06-21,0.97,conventional,2015,Detroit,Level 3,42.331427,-83.0457538
2015-06-21,1.64,organic,2015,Detroit,Level 3,42.331427,-83.0457538
2015-06-21,0.96,conventional,2015,Grand Rapids,Level 3,42.9633599,-85.6680863
2015-06-21,1.93,organic,2015,Grand Rapids,Level 3,42.9633599,-85.6680863
2015-06-21,1.08,conventional,2015,Great Lakes,Level 2,45.0522366,-82.4846115
2015-06-21,1.62,organic,2015,Great Lakes,Level 2,45.0522366,-82.4846115
2015-06-21,1.19,conventional,2015,Harrisburg/Scranton,Level 3,40.2731911,-76.8867008
2015-06-21,1.9,organic,2015,Harrisburg/Scranton,Level 3,40.2731911,-76.8867008
2015-06-21,1.25,conventional,2015,Hartford/Springfield,Level 3,41.7658043,-72.6733723
2015-06-21,2.4,organic,2015,Hartford/Springfield,Level 3,41.7658043,-72.6733723
2015-06-21,0.74,conventional,2015,Houston,Level 3,29.7604267,-95.3698028
2015-06-21,1.22,organic,2015,Houston,Level 3,29.7604267,-95.3698028
2015-06-21,1.03,conventional,2015,Indianapolis,Level 3,39.768403,-86.158068
2015-06-21,1.8,organic,2015,Indianapolis,Level 3,39.768403,-86.158068
2015-06-21,0.95,conventional,2015,Jacksonville,Level 3,30.3321838,-81.65565099999999
2015-06-21,1.92,organic,2015,Jacksonville,Level 3,30.3321838,-81.65565099999999
2015-06-21,0.9,conventional,2015,Las Vegas,Level 3,36.171563,-115.1391009
2015-06-21,1.51,organic,2015,Las Vegas,Level 3,36.171563,-115.1391009
2015-06-21,0.91,conventional,2015,Los Angeles,Level 3,34.0549076,-118.242643
2015-06-21,1.46,organic,2015,Los Angeles,Level 3,34.0549076,-118.242643
2015-06-21,1.17,conventional,2015,Louisville,Level 3,38.2526647,-85.7584557
2015-06-21,1.46,organic,2015,Louisville,Level 3,38.2526647,-85.7584557
2015-06-21,0.96,conventional,2015,Miami/Ft. Lauderdale,Level 3,26.3013917,-80.6326916
2015-06-21,1.92,organic,2015,Miami/Ft. Lauderdale,Level 3,26.3013917,-80.6326916
2015-06-21,1.13,conventional,2015,Midsouth,Level 2,,
2015-06-21,1.65,organic,2015,Midsouth,Level 2,,
2015-06-21,0.96,conventional,2015,Nashville,Level 3,36.1626638,-86.7816016
2015-06-21,1.8,organic,2015,Nashville,Level 3,36.1626638,-86.7816016
2015-06-21,0.93,conventional,2015,New Orleans/Mobile,Level 3,29.95106579999999,-90.0715323
2015-06-21,1.64,organic,2015,New Orleans/Mobile,Level 3,29.95106579999999,-90.0715323
2015-06-21,1.28,conventional,2015,New York,Level 3,40.7127753,-74.0059728
2015-06-21,2.34,organic,2015,New York,Level 3,40.7127753,-74.0059728
2015-06-21,1.27,conventional,2015,Northeast,Level 2,43.2994285,-74.21793260000001
2015-06-21,2.12,organic,2015,Northeast,Level 2,43.2994285,-74.21793260000001
2015-06-21,1.18,conventional,2015,Northern New England,Level 3,43.9653889,-70.8226541
2015-06-21,1.93,organic,2015,Northern New England,Level 3,43.9653889,-70.8226541
2015-06-21,0.96,conventional,2015,Orlando,Level 3,28.5383832,-81.3789269
2015-06-21,1.89,organic,2015,Orlando,Level 3,28.5383832,-81.3789269
2015-06-21,1.33,conventional,2015,Philadelphia,Level 3,39.9525839,-75.1652215
2015-06-21,2.05,organic,2015,Philadelphia,Level 3,39.9525839,-75.1652215
2015-06-21,0.54,conventional,2015,Phoenix/Tucson,Level 3,32.2539787,-110.9741769
2015-06-21,1.48,organic,2015,Phoenix/Tucson,Level 3,32.2539787,-110.9741769
2015-06-21,1.34,conventional,2015,Pittsburgh,Level 3,40.44062479999999,-79.9958864
2015-06-21,1.58,organic,2015,Pittsburgh,Level 3,40.44062479999999,-79.9958864
2015-06-21,1.08,conventional,2015,Plains,Level 2,,
2015-06-21,1.88,organic,2015,Plains,Level 2,,
2015-06-21,1.08,conventional,2015,Portland,Level 3,45.515232,-122.6783853
2015-06-21,1.53,organic,2015,Portland,Level 3,45.515232,-122.6783853
2015-06-21,1.17,conventional,2015,Raleigh/Greensboro,Level 3,36.0755917,-79.7590191
2015-06-21,1.83,organic,2015,Raleigh/Greensboro,Level 3,36.0755917,-79.7590191
2015-06-21,1.01,conventional,2015,Richmond/Norfolk,Level 3,37.5407246,-77.4360481
2015-06-21,1.35,organic,2015,Richmond/Norfolk,Level 3,37.5407246,-77.4360481
2015-06-21,1.05,conventional,2015,Roanoke,Level 3,37.2709704,-79.9414266
2015-06-21,1.33,organic,2015,Roanoke,Level 3,37.2709704,-79.9414266
2015-06-21,1.27,conventional,2015,Sacramento,Level 3,38.5815719,-121.4943996
2015-06-21,1.82,organic,2015,Sacramento,Level 3,38.5815719,-121.4943996
2015-06-21,0.94,conventional,2015,San Diego,Level 3,32.715738,-117.1610838
2015-06-21,1.56,organic,2015,San Diego,Level 3,32.715738,-117.1610838
2015-06-21,1.52,conventional,2015,San Francisco,Level 3,37.7749295,-122.4194155
2015-06-21,1.95,organic,2015,San Francisco,Level 3,37.7749295,-122.4194155
2015-06-21,1.19,conventional,2015,Seattle,Level 3,47.6061389,-122.3328481
2015-06-21,1.75,organic,2015,Seattle,Level 3,47.6061389,-122.3328481
2015-06-21,1.03,conventional,2015,South Carolina,Level 3,33.836081,-81.1637245
2015-06-21,2.07,organic,2015,South Carolina,Level 3,33.836081,-81.1637245
2015-06-21,0.79,conventional,2015,South Central,Level 2,33.9891116,-118.2914872
2015-06-21,1.4,organic,2015,South Central,Level 2,33.9891116,-118.2914872
2015-06-21,0.97,conventional,2015,Southeast,Level 2,,
2015-06-21,1.88,organic,2015,Southeast,Level 2,,
2015-06-21,1.12,conventional,2015,Spokane,Level 3,47.6579711,-117.4235319
2015-06-21,1.59,organic,2015,Spokane,Level 3,47.6579711,-117.4235319
2015-06-21,1.26,conventional,2015,St. Louis,Level 3,38.6270025,-90.1994042
2015-06-21,1.83,organic,2015,St. Louis,Level 3,38.6270025,-90.1994042
2015-06-21,1.4,conventional,2015,Syracuse,Level 3,43.0481221,-76.14742439999999
2015-06-21,1.88,organic,2015,Syracuse,Level 3,43.0481221,-76.14742439999999
2015-06-21,0.95,conventional,2015,Tampa,Level 3,27.9516896,-82.45875269999999
2015-06-21,1.84,organic,2015,Tampa,Level 3,27.9516896,-82.45875269999999
2015-06-21,1.02,conventional,2015,Total U.S.,Level 1,37.09024,-95.712891
2015-06-21,1.66,organic,2015,Total U.S.,Level 1,37.09024,-95.712891
2015-06-21,0.93,conventional,2015,West,Level 2,,
2015-06-21,1.57,organic,2015,West,Level 2,,
2015-06-21,0.74,conventional,2015,West Tex/New Mexico,Level 3,31.75355119999999,-106.4917179
2015-06-21,1.66,organic,2015,West Tex/New Mexico,Level 3,31.75355119999999,-106.4917179
2015-06-28,1.37,conventional,2015,Albany,Level 3,42.6525793,-73.7562317
2015-06-28,2.02,organic,2015,Albany,Level 3,42.6525793,-73.7562317
2015-06-28,1.13,conventional,2015,Atlanta,Level 3,33.748752,-84.38768449999999
2015-06-28,1.39,organic,2015,Atlanta,Level 3,33.748752,-84.38768449999999
2015-06-28,1.15,conventional,2015,Baltimore/Washington,Level 3,39.1775921,-76.6683889
2015-06-28,1.7,organic,2015,Baltimore/Washington,Level 3,39.1775921,-76.6683889
2015-06-28,1.04,conventional,2015,Boise,Level 3,43.6150186,-116.2023137
2015-06-28,1.58,organic,2015,Boise,Level 3,43.6150186,-116.2023137
2015-06-28,1.25,conventional,2015,Boston,Level 3,42.3600825,-71.0588801
2015-06-28,2.03,organic,2015,Boston,Level 3,42.3600825,-71.0588801
2015-06-28,1.36,conventional,2015,Buffalo/Rochester,Level 3,43.15657789999999,-77.6088465
2015-06-28,1.83,organic,2015,Buffalo/Rochester,Level 3,43.15657789999999,-77.6088465
2015-06-28,1.1,conventional,2015,California,Level 2,36.778261,-119.4179324
2015-06-28,1.67,organic,2015,California,Level 2,36.778261,-119.4179324
2015-06-28,1.17,conventional,2015,Charlotte,Level 3,35.2270869,-80.8431267
2015-06-28,2.15,organic,2015,Charlotte,Level 3,35.2270869,-80.8431267
2015-06-28,1.21,conventional,2015,Chicago,Level 3,41.8781136,-87.6297982
2015-06-28,1.68,organic,2015,Chicago,Level 3,41.8781136,-87.6297982
2015-06-28,1.01,conventional,2015,Cincinnati/Dayton,Level 3,39.7589478,-84.1916069
2015-06-28,1.49,organic,2015,Cincinnati/Dayton,Level 3,39.7589478,-84.1916069
2015-06-28,0.94,conventional,2015,Columbus,Level 3,39.9611755,-82.99879419999999
2015-06-28,1.35,organic,2015,Columbus,Level 3,39.9611755,-82.99879419999999
2015-06-28,0.77,conventional,2015,Dallas/Ft. Worth,Level 3,32.7078751,-96.9209135
2015-06-28,1.33,organic,2015,Dallas/Ft. Worth,Level 3,32.7078751,-96.9209135
2015-06-28,1.2,conventional,2015,Denver,Level 3,39.7392358,-104.990251
2015-06-28,1.44,organic,2015,Denver,Level 3,39.7392358,-104.990251
2015-06-28,1.0,conventional,2015,Detroit,Level 3,42.331427,-83.0457538
2015-06-28,1.56,organic,2015,Detroit,Level 3,42.331427,-83.0457538
2015-06-28,1.1,conventional,2015,Grand Rapids,Level 3,42.9633599,-85.6680863
2015-06-28,1.92,organic,2015,Grand Rapids,Level 3,42.9633599,-85.6680863
2015-06-28,1.07,conventional,2015,Great Lakes,Level 2,45.0522366,-82.4846115
2015-06-28,1.59,organic,2015,Great Lakes,Level 2,45.0522366,-82.4846115
2015-06-28,1.2,conventional,2015,Harrisburg/Scranton,Level 3,40.2731911,-76.8867008
2015-06-28,1.85,organic,2015,Harrisburg/Scranton,Level 3,40.2731911,-76.8867008
2015-06-28,1.27,conventional,2015,Hartford/Springfield,Level 3,41.7658043,-72.6733723
2015-06-28,2.31,organic,2015,Hartford/Springfield,Level 3,41.7658043,-72.6733723
2015-06-28,0.74,conventional,2015,Houston,Level 3,29.7604267,-95.3698028
2015-06-28,1.21,organic,2015,Houston,Level 3,29.7604267,-95.3698028
2015-06-28,0.95,conventional,2015,Indianapolis,Level 3,39.768403,-86.158068
2015-06-28,1.58,organic,2015,Indianapolis,Level 3,39.768403,-86.158068
2015-06-28,1.16,conventional,2015,Jacksonville,Level 3,30.3321838,-81.65565099999999
2015-06-28,1.95,organic,2015,Jacksonville,Level 3,30.3321838,-81.65565099999999
2015-06-28,1.01,conventional,2015,Las Vegas,Level 3,36.171563,-115.1391009
2015-06-28,1.54,organic,2015,Las Vegas,Level 3,36.171563,-115.1391009
2015-06-28,0.94,conventional,2015,Los Angeles,Level 3,34.0549076,-118.242643
2015-06-28,1.47,organic,2015,Los Angeles,Level 3,34.0549076,-118.242643
2015-06-28,1.15,conventional,2015,Louisville,Level 3,38.2526647,-85.7584557
2015-06-28,1.49,organic,2015,Louisville,Level 3,38.2526647,-85.7584557
2015-06-28,1.21,conventional,2015,Miami/Ft. Lauderdale,Level 3,26.3013917,-80.6326916
2015-06-28,1.86,organic,2015,Miami/Ft. Lauderdale,Level 3,26.3013917,-80.6326916
2015-06-28,1.14,conventional,2015,Midsouth,Level 2,,
2015-06-28,1.62,organic,2015,Midsouth,Level 2,,
2015-06-28,1.06,conventional,2015,Nashville,Level 3,36.1626638,-86.7816016
2015-06-28,1.47,organic,2015,Nashville,Level 3,36.1626638,-86.7816016
2015-06-28,1.03,conventional,2015,New Orleans/Mobile,Level 3,29.95106579999999,-90.0715323
2015-06-28,1.61,organic,2015,New Orleans/Mobile,Level 3,29.95106579999999,-90.0715323
2015-06-28,1.36,conventional,2015,New York,Level 3,40.7127753,-74.0059728
2015-06-28,1.93,organic,2015,New York,Level 3,40.7127753,-74.0059728
2015-06-28,1.3,conventional,2015,Northeast,Level 2,43.2994285,-74.21793260000001
2015-06-28,1.93,organic,2015,Northeast,Level 2,43.2994285,-74.21793260000001
2015-06-28,1.14,conventional,2015,Northern New England,Level 3,43.9653889,-70.8226541
2015-06-28,1.95,organic,2015,Northern New England,Level 3,43.9653889,-70.8226541
2015-06-28,1.15,conventional,2015,Orlando,Level 3,28.5383832,-81.3789269
2015-06-28,1.87,organic,2015,Orlando,Level 3,28.5383832,-81.3789269
2015-06-28,1.38,conventional,2015,Philadelphia,Level 3,39.9525839,-75.1652215
2015-06-28,1.88,organic,2015,Philadelphia,Level 3,39.9525839,-75.1652215
2015-06-28,0.7,conventional,2015,Phoenix/Tucson,Level 3,32.2539787,-110.9741769
2015-06-28,1.54,organic,2015,Phoenix/Tucson,Level 3,32.2539787,-110.9741769
2015-06-28,1.2,conventional,2015,Pittsburgh,Level 3,40.44062479999999,-79.9958864
2015-06-28,1.77,organic,2015,Pittsburgh,Level 3,40.44062479999999,-79.9958864
2015-06-28,1.08,conventional,2015,Plains,Level 2,,
2015-06-28,1.93,organic,2015,Plains,Level 2,,
2015-06-28,1.16,conventional,2015,Portland,Level 3,45.515232,-122.6783853
2015-06-28,1.53,organic,2015,Portland,Level 3,45.515232,-122.6783853
2015-06-28,1.17,conventional,2015,Raleigh/Greensboro,Level 3,36.0755917,-79.7590191
2015-06-28,1.8,organic,2015,Raleigh/Greensboro,Level 3,36.0755917,-79.7590191
2015-06-28,1.0,conventional,2015,Richmond/Norfolk,Level 3,37.5407246,-77.4360481
2015-06-28,1.4,organic,2015,Richmond/Norfolk,Level 3,37.5407246,-77.4360481
2015-06-28,1.04,conventional,2015,Roanoke,Level 3,37.2709704,-79.9414266
2015-06-28,1.31,organic,2015,Roanoke,Level 3,37.2709704,-79.9414266
2015-06-28,1.26,conventional,2015,Sacramento,Level 3,38.5815719,-121.4943996
2015-06-28,1.84,organic,2015,Sacramento,Level 3,38.5815719,-121.4943996
2015-06-28,1.02,conventional,2015,San Diego,Level 3,32.715738,-117.1610838
2015-06-28,1.55,organic,2015,San Diego,Level 3,32.715738,-117.1610838
2015-06-28,1.54,conventional,2015,San Francisco,Level 3,37.7749295,-122.4194155
2015-06-28,1.96,organic,2015,San Francisco,Level 3,37.7749295,-122.4194155
2015-06-28,1.31,conventional,2015,Seattle,Level 3,47.6061389,-122.3328481
2015-06-28,1.71,organic,2015,Seattle,Level 3,47.6061389,-122.3328481
2015-06-28,1.11,conventional,2015,South Carolina,Level 3,33.836081,-81.1637245
2015-06-28,1.9,organic,2015,South Carolina,Level 3,33.836081,-81.1637245
2015-06-28,0.77,conventional,2015,South Central,Level 2,33.9891116,-118.2914872
2015-06-28,1.35,organic,2015,South Central,Level 2,33.9891116,-118.2914872
2015-06-28,1.14,conventional,2015,Southeast,Level 2,,
2015-06-28,1.74,organic,2015,Southeast,Level 2,,
2015-06-28,1.2,conventional,2015,Spokane,Level 3,47.6579711,-117.4235319
2015-06-28,1.61,organic,2015,Spokane,Level 3,47.6579711,-117.4235319
2015-06-28,1.17,conventional,2015,St. Louis,Level 3,38.6270025,-90.1994042
2015-06-28,2.0,organic,2015,St. Louis,Level 3,38.6270025,-90.1994042
2015-06-28,1.39,conventional,2015,Syracuse,Level 3,43.0481221,-76.14742439999999
2015-06-28,1.86,organic,2015,Syracuse,Level 3,43.0481221,-76.14742439999999
2015-06-28,1.11,conventional,2015,Tampa,Level 3,27.9516896,-82.45875269999999
2015-06-28,1.81,organic,2015,Tampa,Level 3,27.9516896,-82.45875269999999
2015-06-28,1.06,conventional,2015,Total U.S.,Level 1,37.09024,-95.712891
2015-06-28,1.64,organic,2015,Total U.S.,Level 1,37.09024,-95.712891
2015-06-28,1.03,conventional,2015,West,Level 2,,
2015-06-28,1.59,organic,2015,West,Level 2,,
2015-06-28,0.71,conventional,2015,West Tex/New Mexico,Level 3,31.75355119999999,-106.4917179
2015-06-28,1.58,organic,2015,West Tex/New Mexico,Level 3,31.75355119999999,-106.4917179
2015-07-05,1.35,conventional,2015,Albany,Level 3,42.6525793,-73.7562317
2015-07-05,2.04,organic,2015,Albany,Level 3,42.6525793,-73.7562317
2015-07-05,1.01,conventional,2015,Atlanta,Level 3,33.748752,-84.38768449999999
2015-07-05,1.5,organic,2015,Atlanta,Level 3,33.748752,-84.38768449999999
2015-07-05,1.16,conventional,2015,Baltimore/Washington,Level 3,39.1775921,-76.6683889
2015-07-05,1.69,organic,2015,Baltimore/Washington,Level 3,39.1775921,-76.6683889
2015-07-05,1.15,conventional,2015,Boise,Level 3,43.6150186,-116.2023137
2015-07-05,2.18,organic,2015,Boise,Level 3,43.6150186,-116.2023137
2015-07-05,1.27,conventional,2015,Boston,Level 3,42.3600825,-71.0588801
2015-07-05,2.13,organic,2015,Boston,Level 3,42.3600825,-71.0588801
2015-07-05,1.47,conventional,2015,Buffalo/Rochester,Level 3,43.15657789999999,-77.6088465
2015-07-05,1.91,organic,2015,Buffalo/Rochester,Level 3,43.15657789999999,-77.6088465
2015-07-05,1.12,conventional,2015,California,Level 2,36.778261,-119.4179324
2015-07-05,1.67,organic,2015,California,Level 2,36.778261,-119.4179324
2015-07-05,1.18,conventional,2015,Charlotte,Level 3,35.2270869,-80.8431267
2015-07-05,2.16,organic,2015,Charlotte,Level 3,35.2270869,-80.8431267
2015-07-05,1.24,conventional,2015,Chicago,Level 3,41.8781136,-87.6297982
2015-07-05,1.67,organic,2015,Chicago,Level 3,41.8781136,-87.6297982
2015-07-05,1.03,conventional,2015,Cincinnati/Dayton,Level 3,39.7589478,-84.1916069
2015-07-05,1.59,organic,2015,Cincinnati/Dayton,Level 3,39.7589478,-84.1916069
2015-07-05,0.98,conventional,2015,Columbus,Level 3,39.9611755,-82.99879419999999
2015-07-05,1.31,organic,2015,Columbus,Level 3,39.9611755,-82.99879419999999
2015-07-05,0.83,conventional,2015,Dallas/Ft. Worth,Level 3,32.7078751,-96.9209135
2015-07-05,1.3,organic,2015,Dallas/Ft. Worth,Level 3,32.7078751,-96.9209135
2015-07-05,1.19,conventional,2015,Denver,Level 3,39.7392358,-104.990251
2015-07-05,1.42,organic,2015,Denver,Level 3,39.7392358,-104.990251
2015-07-05,1.06,conventional,2015,Detroit,Level 3,42.331427,-83.0457538
2015-07-05,1.47,organic,2015,Detroit,Level 3,42.331427,-83.0457538
2015-07-05,1.16,conventional,2015,Grand Rapids,Level 3,42.9633599,-85.6680863
2015-07-05,1.84,organic,2015,Grand Rapids,Level 3,42.9633599,-85.6680863
2015-07-05,1.13,conventional,2015,Great Lakes,Level 2,45.0522366,-82.4846115
2015-07-05,1.54,organic,2015,Great Lakes,Level 2,45.0522366,-82.4846115
2015-07-05,1.19,conventional,2015,Harrisburg/Scranton,Level 3,40.2731911,-76.8867008
2015-07-05,2.01,organic,2015,Harrisburg/Scranton,Level 3,40.2731911,-76.8867008
2015-07-05,1.25,conventional,2015,Hartford/Springfield,Level 3,41.7658043,-72.6733723
2015-07-05,2.4,organic,2015,Hartford/Springfield,Level 3,41.7658043,-72.6733723
2015-07-05,0.79,conventional,2015,Houston,Level 3,29.7604267,-95.3698028
2015-07-05,1.17,organic,2015,Houston,Level 3,29.7604267,-95.3698028
2015-07-05,1.05,conventional,2015,Indianapolis,Level 3,39.768403,-86.158068
2015-07-05,1.11,organic,2015,Indianapolis,Level 3,39.768403,-86.158068
2015-07-05,0.95,conventional,2015,Jacksonville,Level 3,30.3321838,-81.65565099999999
2015-07-05,1.87,organic,2015,Jacksonville,Level 3,30.3321838,-81.65565099999999
2015-07-05,1.05,conventional,2015,Las Vegas,Level 3,36.171563,-115.1391009
2015-07-05,1.6,organic,2015,Las Vegas,Level 3,36.171563,-115.1391009
2015-07-05,0.96,conventional,2015,Los Angeles,Level 3,34.0549076,-118.242643
2015-07-05,1.46,organic,2015,Los Angeles,Level 3,34.0549076,-118.242643
2015-07-05,1.15,conventional,2015,Louisville,Level 3,38.2526647,-85.7584557
2015-07-05,1.49,organic,2015,Louisville,Level 3,38.2526647,-85.7584557
2015-07-05,0.98,conventional,2015,Miami/Ft. Lauderdale,Level 3,26.3013917,-80.6326916
2015-07-05,1.88,organic,2015,Miami/Ft. Lauderdale,Level 3,26.3013917,-80.6326916
2015-07-05,1.13,conventional,2015,Midsouth,Level 2,,
2015-07-05,1.61,organic,2015,Midsouth,Level 2,,
2015-07-05,0.97,conventional,2015,Nashville,Level 3,36.1626638,-86.7816016
2015-07-05,1.23,organic,2015,Nashville,Level 3,36.1626638,-86.7816016
2015-07-05,1.01,conventional,2015,New Orleans/Mobile,Level 3,29.95106579999999,-90.0715323
2015-07-05,1.58,organic,2015,New Orleans/Mobile,Level 3,29.95106579999999,-90.0715323
2015-07-05,1.18,conventional,2015,New York,Level 3,40.7127753,-74.0059728
2015-07-05,2.24,organic,2015,New York,Level 3,40.7127753,-74.0059728
2015-07-05,1.24,conventional,2015,Northeast,Level 2,43.2994285,-74.21793260000001
2015-07-05,2.09,organic,2015,Northeast,Level 2,43.2994285,-74.21793260000001
2015-07-05,1.15,conventional,2015,Northern New England,Level 3,43.9653889,-70.8226541
2015-07-05,1.95,organic,2015,Northern New England,Level 3,43.9653889,-70.8226541
2015-07-05,0.97,conventional,2015,Orlando,Level 3,28.5383832,-81.3789269
2015-07-05,1.82,organic,2015,Orlando,Level 3,28.5383832,-81.3789269
2015-07-05,1.25,conventional,2015,Philadelphia,Level 3,39.9525839,-75.1652215
2015-07-05,2.03,organic,2015,Philadelphia,Level 3,39.9525839,-75.1652215
2015-07-05,0.56,conventional,2015,Phoenix/Tucson,Level 3,32.2539787,-110.9741769
2015-07-05,1.72,organic,2015,Phoenix/Tucson,Level 3,32.2539787,-110.9741769
2015-07-05,1.23,conventional,2015,Pittsburgh,Level 3,40.44062479999999,-79.9958864
2015-07-05,1.83,organic,2015,Pittsburgh,Level 3,40.44062479999999,-79.9958864
2015-07-05,1.06,conventional,2015,Plains,Level 2,,
2015-07-05,1.92,organic,2015,Plains,Level 2,,
2015-07-05,1.19,conventional,2015,Portland,Level 3,45.515232,-122.6783853
2015-07-05,1.93,organic,2015,Portland,Level 3,45.515232,-122.6783853
2015-07-05,1.16,conventional,2015,Raleigh/Greensboro,Level 3,36.0755917,-79.7590191
2015-07-05,1.82,organic,2015,Raleigh/Greensboro,Level 3,36.0755917,-79.7590191
2015-07-05,1.01,conventional,2015,Richmond/Norfolk,Level 3,37.5407246,-77.4360481
2015-07-05,1.49,organic,2015,Richmond/Norfolk,Level 3,37.5407246,-77.4360481
2015-07-05,1.05,conventional,2015,Roanoke,Level 3,37.2709704,-79.9414266
2015-07-05,1.37,organic,2015,Roanoke,Level 3,37.2709704,-79.9414266
2015-07-05,1.26,conventional,2015,Sacramento,Level 3,38.5815719,-121.4943996
2015-07-05,1.86,organic,2015,Sacramento,Level 3,38.5815719,-121.4943996
2015-07-05,1.05,conventional,2015,San Diego,Level 3,32.715738,-117.1610838
2015-07-05,1.55,organic,2015,San Diego,Level 3,32.715738,-117.1610838
