average_price,total_volume,geography
1.14,1706730.17,New York
1.13,4999100.74,Northeast
1.07,443517.22,Northern New England
0.83,512839.94,Orlando
1.22,474934.47,Philadelphia
0.55,1318932.22,Phoenix/Tucson
0.87,165733.74,Pittsburgh
0.95,2100440.16,Plains
0.75,884782.05,Portland
1.1,293520.49,Raleigh/Greensboro
1.0,250352.36,Richmond/Norfolk
0.94,141716.2,Roanoke
1.17,438309.86,Sacramento
0.86,553706.74,San Diego
1.37,772064.79,San Francisco
0.83,844349.33,Seattle
0.89,422276.07,South Carolina
0.73,6728120.77,South Central
0.82,5002102.24,Southeast
0.85,111993.65,Spokane
0.75,290603.88,St. Louis
1.23,71440.0,Syracuse
0.86,522134.64,Tampa
0.89,39914996.74,Total U.S.
0.77,7486622.03,West
0.7,901217.17,West Tex/New Mexico
1.34,98863.64,Albany
0.79,585351.77,Atlanta
1.19,837573.29,Baltimore/Washington
0.65,75996.51,Boise
1.05,665086.17,Boston
1.12,168251.29,Buffalo/Rochester
0.9,6501981.08,California
1.26,203492.89,Charlotte
1.11,903864.9,Chicago
0.82,250387.73,Cincinnati/Dayton
0.83,210263.7,Columbus
0.7,1378888.74,Dallas/Ft. Worth
0.9,932146.56,Denver
1.07,303330.62,Detroit
1.31,151840.62,Grand Rapids
1.0,3705262.31,Great Lakes
1.12,257598.79,Harrisburg/Scranton
1.26,296893.56,Hartford/Springfield
0.68,1378761.67,Houston
0.87,214847.19,Indianapolis
1.17,160652.39,Jacksonville
0.93,318913.34,Las Vegas
0.76,3134305.39,Los Angeles
0.91,113794.41,Louisville
1.26,497819.63,Miami/Ft. Lauderdale
1.08,3154318.39,Midsouth
0.92,204128.5,Nashville
0.96,271554.45,New Orleans/Mobile
1.14,1586647.62,New York
1.14,4609250.24,Northeast
1.02,433251.71,Northern New England
1.17,312532.64,Orlando
1.2,459980.05,Philadelphia
0.68,1063411.38,Phoenix/Tucson
1.17,113857.64,Pittsburgh
0.94,2248726.67,Plains
0.78,689730.64,Portland
1.16,288374.18,Raleigh/Greensboro
0.96,271979.26,Richmond/Norfolk
0.9,171189.02,Roanoke
1.1,488201.43,Sacramento
0.78,569349.05,San Diego
1.31,817923.28,San Francisco
0.87,726064.91,Seattle
1.04,343576.29,South Carolina
0.72,6680323.25,South Central
1.05,3416062.07,Southeast
0.89,100552.55,Spokane
0.81,279392.4,St. Louis
1.27,72636.09,Syracuse
1.18,327249.29,Tampa
0.93,36958035.51,Total U.S.
0.83,6642111.52,West
0.8,857842.32,West Tex/New Mexico
1.49,127812.25,Albany
0.78,691344.07,Atlanta
1.19,890196.73,Baltimore/Washington
0.63,82549.14,Boise
1.08,673496.13,Boston
1.19,147423.25,Buffalo/Rochester
0.98,6700986.44,California
1.21,235009.02,Charlotte
1.15,958566.68,Chicago
0.84,268328.36,Cincinnati/Dayton
0.93,201747.62,Columbus
0.77,1354696.91,Dallas/Ft. Worth
0.85,977871.04,Denver
1.04,348557.33,Detroit
1.32,193459.52,Grand Rapids
1.05,3925300.14,Great Lakes
1.13,280015.07,Harrisburg/Scranton
1.15,382443.83,Hartford/Springfield
0.82,1128598.95,Houston
1.01,210386.61,Indianapolis
0.92,242168.85,Jacksonville
0.89,391993.97,Las Vegas
0.83,3203935.53,Los Angeles
0.99,109060.73,Louisville
0.97,849097.69,Miami/Ft. Lauderdale
1.09,3349139.43,Midsouth
0.87,238624.36,Nashville
0.85,300077.74,New Orleans/Mobile
1.08,1827100.26,New York
1.14,5141314.86,Northeast
1.1,499944.01,Northern New England
0.95,481068.52,Orlando
1.18,484287.12,Philadelphia
0.58,1342825.39,Phoenix/Tucson
1.4,117486.96,Pittsburgh
0.9,2265037.77,Plains
0.77,832869.55,Portland
1.18,295356.64,Raleigh/Greensboro
1.0,274103.16,Richmond/Norfolk
0.93,162618.02,Roanoke
1.18,489338.25,Sacramento
0.92,576543.05,San Diego
1.34,891069.03,San Francisco
0.87,771235.53,Seattle
0.97,441398.16,South Carolina
0.8,6239677.27,South Central
0.92,4829487.03,Southeast
0.87,109604.3,Spokane
0.8,245482.03,St. Louis
1.36,82173.8,Syracuse
0.96,532427.02,Tampa
0.94,40019075.24,Total U.S.
0.79,7568132.39,West
0.77,985833.89,West Tex/New Mexico
1.47,115857.12,Albany
0.75,691201.38,Atlanta
1.33,860858.18,Baltimore/Washington
0.63,95948.06,Boise
1.26,634989.55,Boston
1.15,173445.42,Buffalo/Rochester
0.94,7365675.31,California
1.25,209797.27,Charlotte
1.2,885602.82,Chicago
0.85,310345.06,Cincinnati/Dayton
1.07,175046.12,Columbus
0.82,1343656.34,Dallas/Ft. Worth
0.85,939081.28,Denver
0.92,473131.2,Detroit
0.93,310903.8,Grand Rapids
1.01,4188245.99,Great Lakes
1.23,267225.88,Harrisburg/Scranton
1.46,303118.06,Hartford/Springfield
0.85,1182841.54,Houston
1.05,208086.58,Indianapolis
0.95,221144.08,Jacksonville
0.89,410770.75,Las Vegas
0.76,3715458.49,Los Angeles
1.09,99179.74,Louisville
0.99,786071.68,Miami/Ft. Lauderdale
1.14,3223814.39,Midsouth
0.88,223368.78,Nashville
0.89,291490.49,New Orleans/Mobile
1.47,1447580.25,New York
1.35,4570515.87,Northeast
1.18,471356.84,Northern New England
0.97,448117.51,Orlando
1.44,450346.65,Philadelphia
0.67,1197277.61,Phoenix/Tucson
1.38,111137.97,Pittsburgh
0.93,2330438.23,Plains
0.78,942774.69,Portland
1.11,308049.48,Raleigh/Greensboro
0.98,268775.52,Richmond/Norfolk
0.96,151372.89,Roanoke
1.17,521408.99,Sacramento
0.83,661159.79,San Diego
1.35,899154.46,San Francisco
0.86,866343.38,Seattle
0.94,416168.39,South Carolina
0.83,6351400.69,South Central
0.91,4563745.14,Southeast
0.87,125934.24,Spokane
0.83,284148.54,St. Louis
1.31,80015.17,Syracuse
0.97,485002.55,Tampa
0.97,40231259.65,Total U.S.
0.82,7637424.02,West
0.75,1030392.53,West Tex/New Mexico
1.38,111394.5,Albany
0.78,608386.28,Atlanta
1.34,850862.92,Baltimore/Washington
0.67,68721.61,Boise
1.29,632855.52,Boston
1.15,182471.54,Buffalo/Rochester
1.01,6506234.86,California
1.25,209095.62,Charlotte
1.3,770843.17,Chicago
1.05,237773.53,Cincinnati/Dayton
1.13,163638.65,Columbus
0.84,1272166.49,Dallas/Ft. Worth
0.96,819664.78,Denver
0.98,414532.49,Detroit
1.36,167703.13,Grand Rapids
1.15,3443333.94,Great Lakes
1.24,250231.06,Harrisburg/Scranton
1.47,324963.11,Hartford/Springfield
0.83,1209996.42,Houston
1.12,186723.32,Indianapolis
1.2,151428.59,Jacksonville
0.94,348022.24,Las Vegas
0.83,3248769.26,Los Angeles
1.16,84926.73,Louisville
1.28,503076.75,Miami/Ft. Lauderdale
1.15,3122351.17,Midsouth
0.97,190921.36,Nashville
0.95,283922.91,New Orleans/Mobile
1.44,1485642.35,New York
1.34,4599028.54,Northeast
1.19,472020.49,Northern New England
1.24,293811.97,Orlando
1.44,426671.94,Philadelphia
0.81,991221.27,Phoenix/Tucson
1.41,102412.83,Pittsburgh
1.04,2104834.28,Plains
0.85,626226.63,Portland
1.09,298517.24,Raleigh/Greensboro
0.96,280191.2,Richmond/Norfolk
0.99,152148.72,Roanoke
1.15,501159.1,Sacramento
0.88,596634.56,San Diego
1.45,770382.05,San Francisco
1.01,666340.59,Seattle
1.04,357902.32,South Carolina
0.85,6195284.67,South Central
1.07,3393712.37,Southeast
0.99,93820.2,Spokane
0.92,251349.57,St. Louis
1.29,79669.3,Syracuse
1.23,311068.54,Tampa
1.04,35580820.0,Total U.S.
0.92,6216040.13,West
0.82,916958.75,West Tex/New Mexico
1.42,112817.51,Albany
0.78,692767.07,Atlanta
1.37,850692.3,Baltimore/Washington
0.7,129020.17,Boise
1.32,649660.14,Boston
1.23,169756.02,Buffalo/Rochester
1.06,6528056.18,California
1.21,238720.78,Charlotte
1.2,882074.39,Chicago
0.91,311127.56,Cincinnati/Dayton
1.13,172220.11,Columbus
0.87,1236820.38,Dallas/Ft. Worth
1.0,791013.5,Denver
1.0,442961.17,Detroit
1.26,216299.96,Grand Rapids
1.1,3955098.89,Great Lakes
1.26,267235.79,Harrisburg/Scranton
1.5,335704.35,Hartford/Springfield
0.89,1153583.3,Houston
1.13,193533.04,Indianapolis
0.94,226775.36,Jacksonville
0.91,364254.89,Las Vegas
0.9,3237847.21,Los Angeles
1.09,98289.94,Louisville
0.99,812334.69,Miami/Ft. Lauderdale
1.16,3304967.62,Midsouth
0.89,232084.2,Nashville
0.97,293340.02,New Orleans/Mobile
1.5,1372612.33,New York
1.4,4506892.62,Northeast
1.26,485945.76,Northern New England
0.97,454278.32,Orlando
1.46,421529.12,Philadelphia
0.62,1348891.94,Phoenix/Tucson
1.42,104127.89,Pittsburgh
0.87,2559002.86,Plains
0.86,682680.66,Portland
1.12,313757.2,Raleigh/Greensboro
0.99,278178.65,Richmond/Norfolk
1.0,158224.62,Roanoke
1.2,508036.18,Sacramento
0.98,573831.3,San Diego
1.44,800921.02,San Francisco
0.97,677710.31,Seattle
0.97,451741.89,South Carolina
0.89,6005535.29,South Central
0.94,4665536.74,Southeast
0.96,91554.79,Spokane
0.95,254402.94,St. Louis
1.35,78211.73,Syracuse
0.98,497270.56,Tampa
1.02,38489936.14,Total U.S.
0.86,6964845.92,West
0.79,1048148.17,West Tex/New Mexico
1.5,133086.66,Albany
0.85,606856.8,Atlanta
1.36,830072.5,Baltimore/Washington
0.69,127961.84,Boise
1.33,626972.88,Boston
1.26,160806.44,Buffalo/Rochester
1.03,6407277.49,California
1.28,200520.74,Charlotte
1.18,860170.92,Chicago
0.92,280229.89,Cincinnati/Dayton
1.04,201923.72,Columbus
0.85,1277488.6,Dallas/Ft. Worth
0.98,773677.84,Denver
1.13,344391.38,Detroit
1.26,183547.1,Grand Rapids
1.13,3643417.33,Great Lakes
1.24,277479.27,Harrisburg/Scranton
1.41,329620.35,Hartford/Springfield
0.88,1186692.39,Houston
1.15,183555.06,Indianapolis
1.19,159128.77,Jacksonville
0.94,352406.76,Las Vegas
0.85,3258184.45,Los Angeles
1.06,98077.6,Louisville
1.25,540206.17,Miami/Ft. Lauderdale
1.17,3095673.83,Midsouth
0.98,195471.62,Nashville
1.05,267116.01,New Orleans/Mobile
1.2,1622151.78,New York
1.28,4840949.87,Northeast
1.28,497816.81,Northern New England
1.18,333568.95,Orlando
1.24,478874.92,Philadelphia
0.6,1360168.72,Phoenix/Tucson
1.39,110772.26,Pittsburgh
1.03,2101835.6,Plains
0.92,662145.29,Portland
1.12,297550.9,Raleigh/Greensboro
1.0,259281.86,Richmond/Norfolk
1.02,141407.11,Roanoke
1.25,464446.2,Sacramento
0.89,595917.64,San Diego
1.5,749554.87,San Francisco
1.03,638550.37,Seattle
1.07,367778.6,South Carolina
0.89,6046264.46,South Central
1.09,3619364.21,Southeast
1.02,90301.82,Spokane
0.97,236899.58,St. Louis
1.43,84340.47,Syracuse
1.16,361181.98,Tampa
1.04,36617023.79,Total U.S.
0.87,6862241.03,West
0.8,1028845.61,West Tex/New Mexico
1.42,115907.61,Albany
0.77,789398.22,Atlanta
1.38,844337.61,Baltimore/Washington
0.77,136377.55,Boise
1.38,585484.69,Boston
1.3,180609.07,Buffalo/Rochester
1.1,7087455.16,California
1.2,233543.59,Charlotte
1.23,974278.32,Chicago
0.84,330182.4,Cincinnati/Dayton
0.94,234975.32,Columbus
0.89,1350870.14,Dallas/Ft. Worth
1.03,815698.87,Denver
1.17,336701.66,Detroit
1.49,159566.9,Grand Rapids
1.13,4020724.58,Great Lakes
1.23,287688.42,Harrisburg/Scranton
1.47,309896.68,Hartford/Springfield
0.92,1189787.36,Houston
1.1,205562.64,Indianapolis
0.93,272150.68,Jacksonville
1.0,362136.8,Las Vegas
0.95,3449361.49,Los Angeles
1.0,106600.14,Louisville
0.96,868986.46,Miami/Ft. Lauderdale
1.15,3393696.45,Midsouth
0.87,250902.49,Nashville
0.93,360419.86,New Orleans/Mobile
1.53,1280725.34,New York
1.41,4486744.99,Northeast
1.29,525917.26,Northern New England
0.93,553640.36,Orlando
1.47,427325.17,Philadelphia
0.77,1069905.64,Phoenix/Tucson
1.36,128114.61,Pittsburgh
1.05,2259572.01,Plains
0.98,728681.01,Portland
1.14,307215.96,Raleigh/Greensboro
0.99,305399.4,Richmond/Norfolk
0.99,164583.69,Roanoke
1.24,565017.74,Sacramento
1.04,613005.97,San Diego
1.41,891917.15,San Francisco
1.1,663580.48,Seattle
0.95,515792.87,South Carolina
0.91,6494533.3,South Central
0.91,5432816.58,Southeast
1.09,97365.48,Spokane
0.76,348135.49,St. Louis
1.37,85205.46,Syracuse
0.93,613097.67,Tampa
1.06,39993186.04,Total U.S.
0.97,6817643.13,West
0.86,1026317.8,West Tex/New Mexico
1.11,131630.13,Albany
0.92,560865.26,Atlanta
1.37,831187.91,Baltimore/Washington
0.75,132511.44,Boise
1.32,549815.44,Boston
1.25,183741.31,Buffalo/Rochester
1.08,6721690.88,California
1.26,233262.16,Charlotte
1.53,712080.66,Chicago
1.06,266811.55,Cincinnati/Dayton
1.06,170762.71,Columbus
0.91,1080238.02,Dallas/Ft. Worth
1.04,835116.1,Denver
1.18,311241.09,Detroit
1.6,133747.66,Grand Rapids
1.24,3327062.2,Great Lakes
1.21,274783.17,Harrisburg/Scranton
1.46,292611.92,Hartford/Springfield
0.89,1101543.61,Houston
1.12,191786.29,Indianapolis
1.19,164680.49,Jacksonville
1.0,357786.69,Las Vegas
0.93,3293224.51,Los Angeles
1.15,94591.67,Louisville
1.24,566889.77,Miami/Ft. Lauderdale
1.19,3221650.74,Midsouth
1.0,198240.02,Nashville
1.06,291978.06,New Orleans/Mobile
1.51,1266199.75,New York
1.33,4487625.78,Northeast
1.06,569327.81,Northern New England
1.17,341532.31,Orlando
1.47,420054.95,Philadelphia
0.89,995347.5,Phoenix/Tucson
1.29,111914.65,Pittsburgh
1.09,2028847.18,Plains
0.98,669673.68,Portland
1.2,303559.52,Raleigh/Greensboro
1.02,296610.12,Richmond/Norfolk
1.01,158961.77,Roanoke
1.26,489099.02,Sacramento
0.98,604082.24,San Diego
1.4,842731.76,San Francisco
1.11,628610.41,Seattle
1.08,389300.41,South Carolina
0.91,5646460.01,South Central
1.1,3646868.94,Southeast
1.06,90750.72,Spokane
0.74,314847.96,St. Louis
1.29,84386.24,Syracuse
1.15,359346.63,Tampa
1.1,35567568.43,Total U.S.
1.01,6487362.71,West
0.87,979053.68,West Tex/New Mexico
1.31,89228.02,Albany
1.01,474063.61,Atlanta
1.47,730875.32,Baltimore/Washington
0.7,69052.66,Boise
1.56,488508.05,Boston
1.3,141880.95,Buffalo/Rochester
1.14,6200613.68,California
1.43,196466.9,Charlotte
1.51,717279.19,Chicago
1.05,280542.19,Cincinnati/Dayton
1.18,160413.49,Columbus
0.96,1070350.11,Dallas/Ft. Worth
1.07,771606.04,Denver
1.17,328237.93,Detroit
1.58,146730.62,Grand Rapids
1.25,3267857.63,Great Lakes
1.25,249117.51,Harrisburg/Scranton
1.63,259416.65,Hartford/Springfield
0.92,1006984.22,Houston
1.08,195710.39,Indianapolis
1.22,165453.6,Jacksonville
1.08,283074.0,Las Vegas
0.97,3092234.0,Los Angeles
1.13,101963.67,Louisville
1.24,516716.17,Miami/Ft. Lauderdale
1.26,2940448.51,Midsouth
1.07,196773.62,Nashville
1.09,284925.7,New Orleans/Mobile
1.64,1076259.08,New York
1.49,3736814.35,Northeast
1.37,412386.17,Northern New England
1.17,348318.4,Orlando
1.52,392041.56,Philadelphia
0.92,864516.85,Phoenix/Tucson
1.25,113655.96,Pittsburgh
1.15,1865426.77,Plains
0.93,612572.73,Portland
1.28,279442.6,Raleigh/Greensboro
1.06,264253.28,Richmond/Norfolk
1.04,144948.27,Roanoke
1.31,471698.22,Sacramento
1.12,519567.72,San Diego
1.46,804071.94,San Francisco
1.03,639853.23,Seattle
1.17,336050.16,South Carolina
0.94,5449441.63,South Central
1.15,3408142.71,Southeast
0.98,92386.91,Spokane
0.88,261737.36,St. Louis
1.31,66907.33,Syracuse
1.17,376274.95,Tampa
1.15,32656123.63,Total U.S.
1.02,5787378.41,West
0.95,802834.4,West Tex/New Mexico
1.46,98321.14,Albany
1.0,495686.56,Atlanta
1.64,719104.08,Baltimore/Washington
0.74,65580.47,Boise
1.52,509094.85,Boston
1.44,104126.3,Buffalo/Rochester
1.2,6104047.38,California
1.46,193909.36,Charlotte
1.66,658913.69,Chicago
1.1,264194.71,Cincinnati/Dayton
1.15,173335.16,Columbus
0.94,1188812.12,Dallas/Ft. Worth
1.17,690893.4,Denver
1.15,354577.28,Detroit
1.6,149002.57,Grand Rapids
1.32,3212818.19,Great Lakes
1.36,247275.14,Harrisburg/Scranton
1.7,254686.05,Hartford/Springfield
0.96,985027.91,Houston
1.2,178389.87,Indianapolis
1.21,156316.92,Jacksonville
1.15,283863.44,Las Vegas
1.01,3033328.67,Los Angeles
1.19,95001.32,Louisville
1.28,520496.36,Miami/Ft. Lauderdale
1.32,2914817.51,Midsouth
1.07,191727.48,Nashville
1.16,261491.83,New Orleans/Mobile
1.68,1180373.67,New York
1.54,3834290.51,Northeast
1.36,463062.51,Northern New England
1.22,336366.84,Orlando
1.56,389534.59,Philadelphia
0.94,922526.29,Phoenix/Tucson
1.35,104420.57,Pittsburgh
1.22,1807152.43,Plains
0.97,602085.03,Portland
1.31,279159.58,Raleigh/Greensboro
1.07,272728.01,Richmond/Norfolk
1.04,150126.91,Roanoke
1.42,450895.76,Sacramento
1.18,526657.41,San Diego
1.54,817357.28,San Francisco
1.1,581023.47,Seattle
1.18,336673.77,South Carolina
0.97,5528475.32,South Central
1.17,3381732.73,Southeast
1.08,82617.47,Spokane
0.94,255732.97,St. Louis
1.5,56952.09,Syracuse
1.22,353863.19,Tampa
1.2,32339377.09,Total U.S.
1.08,5556043.02,West
1.03,797993.91,West Tex/New Mexico
1.61,125586.57,Albany
0.98,537633.39,Atlanta
1.65,698627.62,Baltimore/Washington
0.78,69620.36,Boise
1.61,508949.6,Boston
1.45,108088.47,Buffalo/Rochester
1.22,5947160.29,California
1.48,187969.31,Charlotte
1.68,614939.39,Chicago
1.07,254689.93,Cincinnati/Dayton
1.21,153804.34,Columbus
0.88,1163785.11,Dallas/Ft. Worth
1.15,673588.45,Denver
1.16,340176.41,Detroit
1.6,142302.47,Grand Rapids
1.34,3013426.04,Great Lakes
1.37,253671.67,Harrisburg/Scranton
1.72,255025.51,Hartford/Springfield
0.98,941066.42,Houston
1.27,159573.77,Indianapolis
1.23,152777.16,Jacksonville
1.17,284566.03,Las Vegas
1.06,2826836.07,Los Angeles
1.24,86030.88,Louisville
1.3,496508.86,Miami/Ft. Lauderdale
1.35,2787002.19,Midsouth
1.1,186520.46,Nashville
1.2,254878.35,New Orleans/Mobile
1.7,1122162.86,New York
1.6,3813808.25,Northeast
1.49,435129.36,Northern New England
1.24,320002.63,Orlando
1.57,376353.23,Philadelphia
1.0,851296.1,Phoenix/Tucson
1.42,94553.4,Pittsburgh
1.25,1716384.76,Plains
1.02,608614.15,Portland
1.33,273951.5,Raleigh/Greensboro
1.17,245374.63,Richmond/Norfolk
1.07,143067.18,Roanoke
1.4,466095.04,Sacramento
1.16,522678.71,San Diego
1.52,814505.22,San Francisco
1.12,595856.48,Seattle
1.18,344490.91,South Carolina
0.98,5130900.02,South Central
1.18,3329108.94,Southeast
1.14,83902.91,Spokane
1.03,214273.18,St. Louis
1.6,68311.05,Syracuse
1.25,330277.63,Tampa
1.23,31201590.22,Total U.S.
1.1,5463799.79,West
1.06,708243.4,West Tex/New Mexico
1.48,99683.11,Albany
1.04,508354.34,Atlanta
1.52,746493.74,Baltimore/Washington
0.76,70711.46,Boise
1.48,525387.25,Boston
1.5,104314.72,Buffalo/Rochester
1.17,6144827.51,California
1.43,196381.45,Charlotte
1.68,644670.46,Chicago
1.03,266196.06,Cincinnati/Dayton
1.18,164281.56,Columbus
0.83,1244080.92,Dallas/Ft. Worth
1.14,695116.3,Denver
1.13,352764.25,Detroit
1.59,145207.86,Grand Rapids
1.33,3106108.92,Great Lakes
1.24,267082.86,Harrisburg/Scranton
1.5,288155.59,Hartford/Springfield
0.92,1040953.31,Houston
1.33,163338.94,Indianapolis
1.23,151751.97,Jacksonville
1.11,311533.3,Las Vegas
1.0,3094362.21,Los Angeles
1.3,80997.55,Louisville
1.25,515183.39,Miami/Ft. Lauderdale
1.3,2900751.48,Midsouth
1.12,188016.6,Nashville
1.13,287114.43,New Orleans/Mobile
1.54,1256917.91,New York
1.47,4024822.13,Northeast
1.41,457429.1,Northern New England
1.23,327167.52,Orlando
1.45,411252.23,Philadelphia
0.64,1522368.93,Phoenix/Tucson
1.37,97959.55,Pittsburgh
1.17,1979362.94,Plains
0.96,659207.94,Portland
1.31,280543.19,Raleigh/Greensboro
1.1,266174.1,Richmond/Norfolk
1.04,142168.01,Roanoke
1.37,453622.9,Sacramento
1.14,534955.59,San Diego
1.49,753570.45,San Francisco
1.11,619209.25,Seattle
1.17,362625.87,South Carolina
0.93,5647940.41,South Central
1.18,3419326.48,Southeast
1.16,89531.14,Spokane
0.85,268010.32,St. Louis
1.53,60523.63,Syracuse
1.21,362836.43,Tampa
1.15,33819909.09,Total U.S.
0.95,6596769.24,West
0.95,816529.48,West Tex/New Mexico
1.2,110528.09,Albany
0.87,666493.32,Atlanta
1.52,742291.98,Baltimore/Washington
0.93,88787.27,Boise
1.29,602605.29,Boston
1.41,114328.4,Buffalo/Rochester
1.07,6538335.89,California
1.4,195250.96,Charlotte
1.67,626086.69,Chicago
1.03,274249.98,Cincinnati/Dayton
1.17,166462.83,Columbus
0.88,1132112.24,Dallas/Ft. Worth
1.18,657981.41,Denver
1.08,367007.17,Detroit
1.53,147711.44,Grand Rapids
1.3,3134414.15,Great Lakes
1.22,272099.07,Harrisburg/Scranton
1.46,298015.34,Hartford/Springfield
0.9,1015264.05,Houston
1.27,169421.1,Indianapolis
1.11,206617.11,Jacksonville
1.08,295535.64,Las Vegas
1.03,2879218.13,Los Angeles
1.25,85551.19,Louisville
1.17,695230.59,Miami/Ft. Lauderdale
1.29,2901786.65,Midsouth
1.06,202833.66,Nashville
1.11,265537.57,New Orleans/Mobile
1.49,1275952.93,New York
1.37,4195423.29,Northeast
1.21,463651.71,Northern New England
1.14,416694.11,Orlando
1.43,415099.81,Philadelphia
0.69,1325974.87,Phoenix/Tucson
1.42,93415.78,Pittsburgh
1.12,1873446.99,Plains
0.98,623628.8,Portland
1.27,295307.02,Raleigh/Greensboro
1.12,247600.94,Richmond/Norfolk
1.04,145313.85,Roanoke
1.19,512843.34,Sacramento
1.19,499056.18,San Diego
1.03,1114834.28,San Francisco
1.14,591638.12,Seattle
1.11,389639.12,South Carolina
0.94,5385035.37,South Central
1.09,4230674.67,Southeast
1.14,83933.43,Spokane
0.91,230729.63,St. Louis
1.35,60212.3,Syracuse
1.14,452075.68,Tampa
1.12,34386177.3,Total U.S.
1.0,6127060.42,West
0.93,798986.84,West Tex/New Mexico
1.43,94882.79,Albany
0.94,549139.07,Atlanta
1.48,727279.79,Baltimore/Washington
0.9,84013.04,Boise
1.31,586072.78,Boston
1.33,119865.41,Buffalo/Rochester
1.05,6308000.34,California
1.38,193592.65,Charlotte
1.63,628099.41,Chicago
1.07,256195.06,Cincinnati/Dayton
1.2,154116.71,Columbus
0.77,1215161.52,Dallas/Ft. Worth
1.22,603007.72,Denver
1.15,316859.74,Detroit
1.63,132894.77,Grand Rapids
1.34,2933973.86,Great Lakes
1.28,258309.18,Harrisburg/Scranton
1.46,299545.98,Hartford/Springfield
0.9,1046506.77,Houston
1.3,160968.73,Indianapolis
1.11,189700.13,Jacksonville
1.0,302708.43,Las Vegas
0.93,3086167.04,Los Angeles
1.16,89370.33,Louisville
1.23,565825.46,Miami/Ft. Lauderdale
1.27,2840526.38,Midsouth
1.09,184733.93,Nashville
1.04,314573.49,New Orleans/Mobile
1.47,1334937.86,New York
1.4,4127080.33,Northeast
1.34,413497.16,Northern New England
1.19,347563.11,Orlando
1.45,408490.7,Philadelphia
0.58,1459911.33,Phoenix/Tucson
1.42,89949.42,Pittsburgh
1.21,1693418.62,Plains
0.92,668003.85,Portland
1.29,279090.94,Raleigh/Greensboro
1.11,236349.68,Richmond/Norfolk
1.04,147961.26,Roanoke
1.27,456755.06,Sacramento
0.94,578630.39,San Diego
1.28,825338.15,San Francisco
1.11,605652.82,Seattle
1.08,381549.32,South Carolina
0.87,5682046.61,South Central
1.11,3716886.69,Southeast
1.09,87249.43,Spokane
1.03,184060.51,St. Louis
1.44,58497.96,Syracuse
1.14,390053.1,Tampa
1.1,33592097.72,Total U.S.
0.93,6290164.89,West
0.92,808012.61,West Tex/New Mexico
1.18,145323.22,Albany
0.95,539642.66,Atlanta
1.57,732545.7,Baltimore/Washington
0.99,78599.85,Boise
1.37,582023.28,Boston
1.4,114645.7,Buffalo/Rochester
0.99,6696300.05,California
1.4,187984.8,Charlotte
1.6,621715.78,Chicago
1.13,259143.06,Cincinnati/Dayton
1.07,168757.98,Columbus
0.74,1260685.59,Dallas/Ft. Worth
0.91,957464.14,Denver
1.01,353420.52,Detroit
1.45,143049.62,Grand Rapids
1.27,3025330.44,Great Lakes
1.32,269377.79,Harrisburg/Scranton
1.59,287629.57,Hartford/Springfield
0.88,1021607.04,Houston
1.27,167401.86,Indianapolis
1.14,177300.14,Jacksonville
1.03,288423.36,Las Vegas
0.81,3563268.97,Los Angeles
1.13,82663.2,Louisville
1.22,558828.81,Miami/Ft. Lauderdale
1.3,2799097.68,Midsouth
1.09,172757.72,Nashville
1.02,309238.91,New Orleans/Mobile
1.58,1212399.97,New York
1.4,4309301.79,Northeast
1.08,573338.65,Northern New England
1.18,326913.34,Orlando
1.49,418742.8,Philadelphia
0.79,1024799.73,Phoenix/Tucson
1.4,89247.85,Pittsburgh
1.22,1693969.47,Plains
0.99,621458.42,Portland
1.29,281758.14,Raleigh/Greensboro
1.06,250434.52,Richmond/Norfolk
1.03,155029.38,Roanoke
1.33,421583.74,Sacramento
0.9,620041.46,San Diego
1.38,812410.86,San Francisco
1.08,592604.21,Seattle
1.11,352297.98,South Carolina
0.84,5775721.7,South Central
1.11,3580022.43,Southeast
1.12,83627.94,Spokane
1.15,133188.79,St. Louis
1.38,71711.83,Syracuse
1.14,378817.72,Tampa
1.09,33993931.31,Total U.S.
0.96,6114187.88,West
0.93,789223.6,West Tex/New Mexico
1.44,95456.26,Albany
0.89,614657.03,Atlanta
1.51,762218.08,Baltimore/Washington
1.01,79683.06,Boise
1.41,541671.24,Boston
1.48,95473.7,Buffalo/Rochester
1.08,6681646.14,California
1.33,204963.95,Charlotte
1.6,670453.42,Chicago
1.12,252059.32,Cincinnati/Dayton
1.06,161362.24,Columbus
0.74,1390891.44,Dallas/Ft. Worth
0.91,924278.16,Denver
1.08,326335.52,Detroit
1.52,142913.72,Grand Rapids
1.3,3084199.23,Great Lakes
1.15,311176.62,Harrisburg/Scranton
1.54,279628.17,Hartford/Springfield
0.72,1351649.96,Houston
1.31,160672.02,Indianapolis
0.94,239246.03,Jacksonville
1.03,335179.78,Las Vegas
0.88,3431676.04,Los Angeles
1.11,82940.98,Louisville
0.97,862396.26,Miami/Ft. Lauderdale
1.2,3127950.4,Midsouth
0.73,292902.13,Nashville
0.94,324151.3,New Orleans/Mobile
1.47,1278749.25,New York
1.4,4019648.55,Northeast
1.38,374902.91,Northern New England
0.97,477301.28,Orlando
1.3,488463.75,Philadelphia
0.64,1455770.91,Phoenix/Tucson
1.23,93887.78,Pittsburgh
1.1,1933628.13,Plains
1.01,613058.51,Portland
1.27,287328.36,Raleigh/Greensboro
1.11,263823.88,Richmond/Norfolk
