average_price,total_volume,geography
2.19,6913.79,Sacramento
1.79,15730.69,San Diego
2.38,24494.11,San Francisco
2.09,22006.58,Seattle
1.6,11353.45,South Carolina
1.08,169684.45,South Central
1.54,67309.14,Southeast
1.93,2088.07,Spokane
1.06,8505.41,St. Louis
1.56,1844.23,Syracuse
1.37,4643.21,Tampa
1.54,1052088.77,Total U.S.
1.61,177083.68,West
1.82,14809.52,West Tex/New Mexico
1.68,3501.41,Albany
1.43,13016.7,Atlanta
2.14,20395.74,Baltimore/Washington
1.29,3537.86,Boise
1.84,16980.59,Boston
1.51,1699.25,Buffalo/Rochester
1.55,187617.54,California
1.75,9581.48,Charlotte
2.07,30146.46,Chicago
1.13,21710.38,Cincinnati/Dayton
1.12,9434.47,Columbus
1.16,26658.47,Dallas/Ft. Worth
1.4,20741.79,Denver
0.93,23933.59,Detroit
1.91,1765.13,Grand Rapids
1.43,135309.51,Great Lakes
2.03,9668.53,Harrisburg/Scranton
2.27,12509.69,Hartford/Springfield
0.87,47076.79,Houston
1.59,4864.91,Indianapolis
1.87,2614.82,Jacksonville
2.2,7662.66,Las Vegas
1.2,109755.53,Los Angeles
1.07,3778.51,Louisville
1.36,3994.86,Miami/Ft. Lauderdale
1.5,140233.78,Midsouth
0.93,14786.96,Nashville
1.42,3703.61,New Orleans/Mobile
2.06,70119.57,New York
1.95,165386.89,Northeast
1.65,17561.31,Northern New England
1.47,7565.44,Orlando
2.08,15403.19,Philadelphia
2.16,8839.2,Phoenix/Tucson
1.49,6094.84,Pittsburgh
1.86,46267.04,Plains
1.22,43084.05,Portland
1.77,15909.84,Raleigh/Greensboro
1.24,10718.92,Richmond/Norfolk
1.08,12126.14,Roanoke
2.19,7223.46,Sacramento
1.59,18422.92,San Diego
2.37,24473.19,San Francisco
1.39,41227.8,Seattle
1.6,12458.37,South Carolina
1.07,164162.25,South Central
1.5,67246.01,Southeast
1.53,3194.19,Spokane
1.52,4993.15,St. Louis
1.54,1614.87,Syracuse
1.35,4541.09,Tampa
1.52,1103488.85,Total U.S.
1.48,197265.79,West
1.87,13156.18,West Tex/New Mexico
1.69,2137.53,Albany
1.91,8231.32,Atlanta
2.06,22735.52,Baltimore/Washington
1.76,2138.14,Boise
1.86,18371.82,Boston
1.52,3999.84,Buffalo/Rochester
1.84,139322.81,California
1.74,9074.71,Charlotte
2.06,21876.53,Chicago
1.32,15776.76,Cincinnati/Dayton
1.58,5525.95,Columbus
1.31,18329.37,Dallas/Ft. Worth
1.37,22036.49,Denver
1.37,12995.36,Detroit
1.82,1285.58,Grand Rapids
1.65,94463.19,Great Lakes
2.06,9663.48,Harrisburg/Scranton
2.36,10644.73,Hartford/Springfield
0.9,42158.24,Houston
1.96,2874.38,Indianapolis
1.36,5115.54,Jacksonville
2.04,6494.77,Las Vegas
1.47,74445.93,Los Angeles
1.31,2194.01,Louisville
1.36,3632.29,Miami/Ft. Lauderdale
1.74,108615.07,Midsouth
1.5,6309.42,Nashville
1.4,3088.88,New Orleans/Mobile
2.36,45701.82,New York
2.04,137076.37,Northeast
1.66,11836.41,Northern New England
1.4,7833.25,Orlando
2.18,12536.03,Philadelphia
2.13,7887.03,Phoenix/Tucson
1.51,7587.7,Pittsburgh
1.78,43823.87,Plains
1.46,24816.08,Portland
1.85,12131.33,Raleigh/Greensboro
1.52,9705.5,Richmond/Norfolk
1.52,8239.74,Roanoke
2.17,7095.5,Sacramento
2.15,10274.36,San Diego
2.39,23514.36,San Francisco
1.59,35004.7,Seattle
1.66,9465.99,South Carolina
1.14,129652.83,South Central
1.58,57792.45,Southeast
1.51,2714.12,Spokane
1.54,6740.24,St. Louis
1.51,1953.97,Syracuse
1.35,3704.63,Tampa
1.67,871627.58,Total U.S.
1.59,160880.99,West
1.77,10726.53,West Tex/New Mexico
1.68,2019.71,Albany
2.02,7914.63,Atlanta
2.06,21533.64,Baltimore/Washington
1.39,2156.51,Boise
1.72,13904.53,Boston
1.6,1855.17,Buffalo/Rochester
1.95,123708.0,California
1.8,7989.78,Charlotte
2.05,26730.61,Chicago
1.35,16032.03,Cincinnati/Dayton
1.3,12976.63,Columbus
1.35,19980.31,Dallas/Ft. Worth
1.72,12327.94,Denver
1.08,21564.13,Detroit
2.16,980.98,Grand Rapids
1.51,130290.41,Great Lakes
1.91,6840.51,Harrisburg/Scranton
2.34,9905.86,Hartford/Springfield
0.87,40784.87,Houston
1.97,3007.07,Indianapolis
1.46,4250.85,Jacksonville
2.91,4103.97,Las Vegas
1.62,62154.36,Los Angeles
1.81,1727.77,Louisville
1.43,1041.31,Miami/Ft. Lauderdale
1.74,107211.26,Midsouth
1.72,4411.99,Nashville
1.5,3382.35,New Orleans/Mobile
2.34,31716.46,New York
1.96,111261.71,Northeast
1.51,14401.06,Northern New England
2.03,3985.23,Orlando
2.24,9520.79,Philadelphia
2.47,5578.01,Phoenix/Tucson
1.53,8814.22,Pittsburgh
1.87,44993.62,Plains
1.57,15562.86,Portland
1.81,12807.68,Raleigh/Greensboro
1.54,10037.87,Richmond/Norfolk
1.34,10226.36,Roanoke
2.18,6758.91,Sacramento
2.35,9831.47,San Diego
2.35,21280.92,San Francisco
1.69,29440.75,Seattle
1.81,7733.79,South Carolina
1.15,131608.43,South Central
1.81,41398.38,Southeast
2.27,1737.7,Spokane
1.5,5873.36,St. Louis
1.6,1233.92,Syracuse
1.51,1011.16,Tampa
1.69,808891.94,Total U.S.
1.78,118420.15,West
2.83,4984.76,West Tex/New Mexico
1.73,2492.82,Albany
2.29,7057.34,Atlanta
2.15,18289.28,Baltimore/Washington
1.33,2674.51,Boise
1.63,11208.26,Boston
1.55,1211.27,Buffalo/Rochester
1.91,138994.56,California
1.78,8909.48,Charlotte
2.05,27147.49,Chicago
1.44,14975.64,Cincinnati/Dayton
1.77,8280.66,Columbus
1.42,20696.52,Dallas/Ft. Worth
1.79,13087.01,Denver
1.74,10476.39,Detroit
2.1,1122.69,Grand Rapids
1.76,105453.89,Great Lakes
1.86,4651.52,Harrisburg/Scranton
2.33,7328.91,Hartford/Springfield
0.81,43340.59,Houston
1.9,2988.84,Indianapolis
2.24,1990.61,Jacksonville
3.03,3714.71,Las Vegas
1.52,76112.99,Los Angeles
1.87,1610.43,Louisville
1.49,472.82,Miami/Ft. Lauderdale
1.86,89438.27,Midsouth
1.74,4636.33,Nashville
1.72,1263.25,New Orleans/Mobile
2.41,35543.08,New York
1.99,100529.39,Northeast
1.58,12400.93,Northern New England
2.3,3772.67,Orlando
2.23,6865.93,Philadelphia
2.62,5380.03,Phoenix/Tucson
1.53,10005.59,Pittsburgh
1.76,47384.06,Plains
1.21,26444.58,Portland
1.87,10464.63,Raleigh/Greensboro
1.79,6425.0,Richmond/Norfolk
1.69,5791.95,Roanoke
2.33,6408.53,Sacramento
1.99,12215.92,San Diego
2.64,22501.25,San Francisco
1.45,35306.91,Seattle
1.87,8341.95,South Carolina
1.14,131064.76,South Central
2.13,38668.06,Southeast
1.64,2386.34,Spokane
1.23,6734.06,St. Louis
1.59,1233.27,Syracuse
2.29,3413.45,Tampa
1.71,790926.03,Total U.S.
1.59,139393.05,West
2.79,5562.0,West Tex/New Mexico
1.75,2179.44,Albany
1.07,19264.55,Atlanta
1.87,18612.87,Baltimore/Washington
1.5,1457.64,Boise
1.57,10417.82,Boston
1.57,1118.55,Buffalo/Rochester
1.98,128966.95,California
1.64,10308.86,Charlotte
2.04,26995.26,Chicago
1.51,15218.52,Cincinnati/Dayton
1.03,15870.0,Columbus
1.25,28837.82,Dallas/Ft. Worth
1.49,19651.23,Denver
0.91,27051.5,Detroit
1.99,1434.77,Grand Rapids
1.36,146094.87,Great Lakes
1.72,4687.32,Harrisburg/Scranton
2.34,6836.11,Hartford/Springfield
0.84,41224.63,Houston
1.48,3479.15,Indianapolis
1.98,2187.6,Jacksonville
2.09,5771.2,Las Vegas
1.58,72073.73,Los Angeles
1.08,4017.83,Louisville
1.45,1613.43,Miami/Ft. Lauderdale
1.34,136026.05,Midsouth
0.68,16638.93,Nashville
1.91,994.05,New Orleans/Mobile
2.3,26463.29,New York
1.91,87711.53,Northeast
1.56,10289.97,Northern New England
2.0,3382.0,Orlando
2.17,6701.46,Philadelphia
2.4,5962.78,Phoenix/Tucson
1.51,9599.33,Pittsburgh
1.55,45120.49,Plains
1.39,18266.3,Portland
1.65,14282.79,Raleigh/Greensboro
1.25,10827.2,Richmond/Norfolk
1.02,12750.65,Roanoke
2.39,5634.61,Sacramento
2.22,10499.71,San Diego
2.72,20761.25,San Francisco
1.73,23673.82,Seattle
1.6,8734.25,South Carolina
1.09,150647.8,South Central
1.44,57606.91,Southeast
2.26,1792.53,Spokane
1.23,8098.83,St. Louis
1.6,1007.51,Syracuse
1.58,4094.16,Tampa
1.52,878367.41,Total U.S.
1.68,126192.84,West
2.35,6223.98,West Tex/New Mexico
1.75,1939.89,Albany
1.15,17664.37,Atlanta
1.95,16843.53,Baltimore/Washington
1.33,2839.61,Boise
1.43,8760.34,Boston
1.57,1163.67,Buffalo/Rochester
2.02,95599.25,California
1.64,9444.39,Charlotte
2.11,30428.53,Chicago
1.23,16206.87,Cincinnati/Dayton
1.01,16161.36,Columbus
1.27,20504.41,Dallas/Ft. Worth
1.19,20054.84,Denver
0.88,24025.32,Detroit
2.07,1200.59,Grand Rapids
1.35,147526.08,Great Lakes
1.79,5193.18,Harrisburg/Scranton
2.33,5131.43,Hartford/Springfield
0.89,48889.9,Houston
1.48,3492.62,Indianapolis
1.36,3022.99,Jacksonville
2.85,4317.31,Las Vegas
1.85,56666.92,Los Angeles
1.24,2470.03,Louisville
1.52,991.33,Miami/Ft. Lauderdale
1.49,111504.63,Midsouth
1.05,8007.21,Nashville
1.68,2886.0,New Orleans/Mobile
2.33,17837.78,New York
1.86,73430.26,Northeast
1.49,8965.14,Northern New England
1.44,2930.31,Orlando
2.26,6276.25,Philadelphia
2.04,8551.32,Phoenix/Tucson
1.53,9213.3,Pittsburgh
1.67,33832.86,Plains
1.4,26243.63,Portland
1.69,13121.67,Raleigh/Greensboro
1.39,8473.82,Richmond/Norfolk
1.15,8323.19,Roanoke
2.13,4315.59,Sacramento
2.28,11256.86,San Diego
2.34,9048.18,San Francisco
1.59,33108.57,Seattle
1.55,9365.29,South Carolina
1.09,144647.08,South Central
1.35,56442.73,Southeast
1.83,2160.64,Spokane
1.6,8973.5,St. Louis
1.61,795.95,Syracuse
1.4,3226.62,Tampa
1.5,815859.49,Total U.S.
1.56,152876.61,West
2.93,5373.88,West Tex/New Mexico
1.86,1913.99,Albany
1.25,16790.96,Atlanta
1.81,17434.69,Baltimore/Washington
1.76,1047.82,Boise
1.32,8153.98,Boston
1.61,1079.0,Buffalo/Rochester
2.58,75897.66,California
1.64,9342.71,Charlotte
2.2,28740.94,Chicago
1.2,17064.45,Cincinnati/Dayton
1.18,10574.95,Columbus
1.37,20091.09,Dallas/Ft. Worth
1.71,19881.26,Denver
1.06,23612.89,Detroit
2.17,1243.29,Grand Rapids
1.43,139337.29,Great Lakes
1.44,3509.18,Harrisburg/Scranton
1.98,1494.63,Hartford/Springfield
1.43,28930.46,Houston
1.58,3929.64,Indianapolis
1.4,2998.64,Jacksonville
2.3,2988.4,Las Vegas
2.44,35647.66,Los Angeles
1.03,3422.91,Louisville
1.58,542.85,Miami/Ft. Lauderdale
1.37,125288.5,Midsouth
0.82,13219.08,Nashville
1.51,2300.83,New Orleans/Mobile
2.1,8442.79,New York
1.7,57081.84,Northeast
1.75,11324.45,Northern New England
1.5,4025.09,Orlando
2.06,4580.38,Philadelphia
2.22,6017.53,Phoenix/Tucson
1.52,8896.5,Pittsburgh
1.55,36280.49,Plains
2.1,7817.32,Portland
1.69,14742.89,Raleigh/Greensboro
1.16,12154.78,Richmond/Norfolk
0.97,12376.43,Roanoke
2.23,5525.46,Sacramento
2.73,8533.85,San Diego
2.93,11252.48,San Francisco
2.24,15072.28,Seattle
1.4,11386.72,South Carolina
1.41,104747.96,South Central
1.36,59238.63,Southeast
2.23,1253.5,Spokane
1.12,10673.47,St. Louis
1.69,961.36,Syracuse
1.49,3701.46,Tampa
1.63,699763.35,Total U.S.
1.92,101890.97,West
2.27,4582.72,West Tex/New Mexico
1.96,1326.8,Albany
2.25,7568.41,Atlanta
1.85,17148.36,Baltimore/Washington
1.87,872.07,Boise
1.49,8408.0,Boston
1.63,563.06,Buffalo/Rochester
2.49,96095.1,California
1.66,10446.48,Charlotte
2.23,32607.37,Chicago
1.52,15523.6,Cincinnati/Dayton
1.8,5890.85,Columbus
1.34,17098.36,Dallas/Ft. Worth
1.81,23733.43,Denver
1.77,13787.12,Detroit
2.11,740.33,Grand Rapids
1.86,112134.82,Great Lakes
1.82,4036.39,Harrisburg/Scranton
2.34,4272.13,Hartford/Springfield
1.46,28128.59,Houston
2.1,3125.55,Indianapolis
1.41,4355.53,Jacksonville
2.76,3238.28,Las Vegas
2.1,48849.52,Los Angeles
1.82,2038.12,Louisville
1.58,385.55,Miami/Ft. Lauderdale
1.78,97718.73,Midsouth
1.68,6293.04,Nashville
1.59,3649.01,New Orleans/Mobile
2.25,25450.53,New York
1.96,72130.37,Northeast
1.65,7404.92,Northern New England
1.56,3758.96,Orlando
2.39,6531.71,Philadelphia
2.62,5394.03,Phoenix/Tucson
1.54,8707.36,Pittsburgh
1.8,33702.09,Plains
2.55,7136.88,Portland
1.83,13196.5,Raleigh/Greensboro
1.76,6706.92,Richmond/Norfolk
1.77,6335.66,Roanoke
2.44,5676.57,Sacramento
2.74,8933.54,San Diego
3.25,16700.94,San Francisco
2.73,13588.39,Seattle
1.73,8600.52,South Carolina
1.48,94332.98,South Central
1.75,44666.0,Southeast
2.89,1043.41,Spokane
1.0,6655.57,St. Louis
1.73,667.95,Syracuse
1.47,3023.03,Tampa
1.93,647723.55,Total U.S.
2.16,96943.41,West
2.57,5647.48,West Tex/New Mexico
1.93,2674.0,Albany
1.64,12410.85,Atlanta
2.28,14538.3,Baltimore/Washington
2.0,1394.87,Boise
1.72,9755.42,Boston
1.56,1186.44,Buffalo/Rochester
2.37,119037.25,California
1.92,9664.27,Charlotte
2.24,28818.87,Chicago
0.9,27345.45,Cincinnati/Dayton
0.89,16601.25,Columbus
1.36,25468.3,Dallas/Ft. Worth
1.74,13748.96,Denver
0.79,34582.48,Detroit
2.17,1298.02,Grand Rapids
1.25,175323.06,Great Lakes
1.9,5678.73,Harrisburg/Scranton
2.57,6674.17,Hartford/Springfield
1.43,34163.02,Houston
1.81,4057.85,Indianapolis
1.43,3789.61,Jacksonville
1.94,6815.62,Las Vegas
1.94,64388.86,Los Angeles
1.17,4143.28,Louisville
1.64,3297.5,Miami/Ft. Lauderdale
1.48,134399.76,Midsouth
0.88,14545.51,Nashville
1.66,3968.96,New Orleans/Mobile
2.46,25247.34,New York
2.07,89099.08,Northeast
1.84,12574.7,Northern New England
1.56,6077.14,Orlando
2.32,7734.59,Philadelphia
2.35,8304.78,Phoenix/Tucson
1.53,8022.27,Pittsburgh
1.76,43201.25,Plains
1.79,25232.75,Portland
1.85,13651.72,Raleigh/Greensboro
1.16,12920.67,Richmond/Norfolk
0.96,13847.12,Roanoke
2.82,5372.3,Sacramento
2.51,11300.17,San Diego
3.12,19043.8,San Francisco
1.69,35103.94,Seattle
1.67,10649.94,South Carolina
1.44,132275.3,South Central
1.62,63877.72,Southeast
2.02,1894.26,Spokane
1.29,7312.47,St. Louis
1.7,1141.59,Syracuse
1.52,5424.32,Tampa
1.68,897671.29,Total U.S.
1.84,140457.87,West
2.01,8433.01,West Tex/New Mexico
2.0,2084.37,Albany
1.63,11118.24,Atlanta
2.2,11635.47,Baltimore/Washington
1.92,1821.9,Boise
1.59,9660.96,Boston
1.68,1146.07,Buffalo/Rochester
2.13,122099.57,California
1.94,8516.76,Charlotte
2.25,28482.64,Chicago
1.52,9515.89,Cincinnati/Dayton
1.18,10485.95,Columbus
1.32,25020.67,Dallas/Ft. Worth
1.29,24113.8,Denver
1.08,22242.88,Detroit
2.28,1284.68,Grand Rapids
1.58,123515.34,Great Lakes
1.74,3601.66,Harrisburg/Scranton
2.68,5260.62,Hartford/Springfield
1.1,38684.7,Houston
1.71,3392.09,Indianapolis
1.47,4890.43,Jacksonville
1.51,11117.12,Las Vegas
1.7,66733.93,Los Angeles
0.94,4559.57,Louisville
1.55,3847.1,Miami/Ft. Lauderdale
1.53,106921.43,Midsouth
0.98,11863.79,Nashville
1.51,5038.15,New Orleans/Mobile
2.65,28406.0,New York
2.13,82987.85,Northeast
1.79,10725.45,Northern New England
1.53,6791.4,Orlando
2.45,6285.53,Philadelphia
1.86,11446.65,Phoenix/Tucson
1.53,7864.22,Pittsburgh
1.74,51861.03,Plains
2.16,18792.52,Portland
1.85,10276.83,Raleigh/Greensboro
1.61,7529.46,Richmond/Norfolk
1.17,9499.5,Roanoke
2.65,6026.15,Sacramento
2.1,10261.69,San Diego
2.99,18930.4,San Francisco
2.28,28907.25,Seattle
1.73,10613.01,South Carolina
1.24,144227.54,South Central
1.58,71470.8,Southeast
2.35,1795.08,Spokane
1.49,6840.22,St. Louis
1.81,892.02,Syracuse
1.49,6531.96,Tampa
1.7,863948.15,Total U.S.
1.81,160864.58,West
1.59,14666.55,West Tex/New Mexico
1.93,1862.7,Albany
1.56,9756.02,Atlanta
2.03,13147.71,Baltimore/Washington
1.46,2310.48,Boise
1.8,11287.83,Boston
1.77,3046.51,Buffalo/Rochester
2.1,107587.14,California
1.95,7881.12,Charlotte
2.3,24924.61,Chicago
0.96,15570.07,Cincinnati/Dayton
1.31,7255.4,Columbus
1.37,19634.24,Dallas/Ft. Worth
1.72,18310.37,Denver
1.05,15249.78,Detroit
2.26,841.53,Grand Rapids
1.47,115682.53,Great Lakes
1.85,6445.71,Harrisburg/Scranton
2.3,9689.09,Hartford/Springfield
0.99,36090.09,Houston
1.59,3377.88,Indianapolis
1.49,4653.39,Jacksonville
1.83,6717.05,Las Vegas
1.67,60249.61,Los Angeles
0.93,4880.21,Louisville
1.6,2157.46,Miami/Ft. Lauderdale
1.46,113766.24,Midsouth
0.8,14848.98,Nashville
1.55,3713.49,New Orleans/Mobile
2.04,48364.4,New York
1.93,119375.15,Northeast
1.81,9539.41,Northern New England
1.53,5481.72,Orlando
1.9,11621.1,Philadelphia
2.01,8076.24,Phoenix/Tucson
1.53,7498.33,Pittsburgh
1.63,50911.0,Plains
1.41,31252.69,Portland
1.87,12021.69,Raleigh/Greensboro
1.1,8894.34,Richmond/Norfolk
0.98,9215.63,Roanoke
2.54,5413.97,Sacramento
2.22,8535.78,San Diego
2.94,17436.41,San Francisco
1.59,40278.71,Seattle
1.7,10629.43,South Carolina
1.22,120110.49,South Central
1.58,61264.14,Southeast
1.67,2832.01,Spokane
1.04,10510.27,St. Louis
1.77,1573.28,Syracuse
1.5,5122.16,Tampa
1.63,860320.59,Total U.S.
1.66,171623.92,West
1.75,11140.07,West Tex/New Mexico
1.97,1646.78,Albany
1.41,7754.46,Atlanta
2.17,12675.57,Baltimore/Washington
1.38,2458.62,Boise
1.94,9786.33,Boston
1.76,1221.36,Buffalo/Rochester
2.04,111851.52,California
2.03,6587.92,Charlotte
2.3,20020.98,Chicago
0.79,17342.81,Cincinnati/Dayton
1.47,5503.68,Columbus
1.34,21312.8,Dallas/Ft. Worth
1.34,23367.39,Denver
1.29,10119.58,Detroit
2.08,979.74,Grand Rapids
1.49,96160.23,Great Lakes
2.07,5306.81,Harrisburg/Scranton
2.67,7148.3,Hartford/Springfield
0.98,38114.66,Houston
1.66,2862.28,Indianapolis
1.43,3212.61,Jacksonville
1.74,6539.69,Las Vegas
1.64,63734.67,Los Angeles
1.26,3129.1,Louisville
1.6,2084.95,Miami/Ft. Lauderdale
1.7,86492.45,Midsouth
1.44,5824.66,Nashville
1.48,2425.61,New Orleans/Mobile
2.38,29117.76,New York
2.13,85024.33,Northeast
1.84,8724.65,Northern New England
1.47,4543.09,Orlando
2.18,7896.69,Philadelphia
2.01,6470.08,Phoenix/Tucson
1.53,6723.98,Pittsburgh
1.69,45636.25,Plains
1.39,26868.47,Portland
2.01,9854.3,Raleigh/Greensboro
1.27,6626.94,Richmond/Norfolk
1.1,6187.92,Roanoke
2.61,4143.89,Sacramento
2.12,10271.6,San Diego
2.88,17864.74,San Francisco
1.53,36545.5,Seattle
1.77,7063.85,South Carolina
1.18,122037.93,South Central
1.55,46032.7,Southeast
1.33,3169.8,Spokane
1.14,9149.56,St. Louis
1.86,775.8,Syracuse
1.47,4523.75,Tampa
1.64,761675.87,Total U.S.
1.52,168440.43,West
1.72,9783.93,West Tex/New Mexico
1.97,1364.73,Albany
1.22,9990.29,Atlanta
2.15,13989.25,Baltimore/Washington
1.48,2053.35,Boise
2.0,13905.77,Boston
1.88,3713.49,Buffalo/Rochester
1.89,116895.28,California
1.99,5851.2,Charlotte
1.71,35156.8,Chicago
1.07,15658.75,Cincinnati/Dayton
1.36,5338.71,Columbus
1.25,21047.85,Dallas/Ft. Worth
0.85,45324.18,Denver
1.36,12252.47,Detroit
1.32,4005.73,Grand Rapids
1.47,117193.02,Great Lakes
2.01,5955.63,Harrisburg/Scranton
2.42,8036.44,Hartford/Springfield
1.0,23759.48,Houston
1.63,3346.65,Indianapolis
1.35,3690.99,Jacksonville
2.17,4786.42,Las Vegas
1.52,68500.56,Los Angeles
1.28,2391.74,Louisville
1.52,4028.26,Miami/Ft. Lauderdale
1.59,83334.43,Midsouth
0.83,8502.78,Nashville
1.55,2945.91,New Orleans/Mobile
2.04,45383.62,New York
2.0,117562.6,Northeast
1.96,8741.54,Northern New England
1.46,5320.93,Orlando
2.01,10385.65,Philadelphia
1.96,7009.95,Phoenix/Tucson
1.53,7908.69,Pittsburgh
1.7,43160.92,Plains
1.46,26063.62,Portland
2.01,7632.36,Raleigh/Greensboro
1.3,7132.62,Richmond/Norfolk
1.16,7012.95,Roanoke
2.52,4384.51,Sacramento
2.06,9419.21,San Diego
2.67,17934.25,San Francisco
1.45,38898.52,Seattle
1.69,7030.03,South Carolina
1.21,100639.79,South Central
1.44,51799.91,Southeast
1.48,2645.69,Spokane
1.43,5860.55,St. Louis
1.83,1687.32,Syracuse
1.45,4668.39,Tampa
1.56,832767.55,Total U.S.
1.31,202181.56,West
1.82,9895.04,West Tex/New Mexico
1.9,1886.63,Albany
1.06,13253.78,Atlanta
1.97,16245.8,Baltimore/Washington
1.52,1864.49,Boise
1.88,13714.62,Boston
1.81,3303.41,Buffalo/Rochester
1.64,128204.63,California
1.68,7154.49,Charlotte
1.32,54112.89,Chicago
0.64,27489.35,Cincinnati/Dayton
1.02,8682.81,Columbus
1.14,20619.42,Dallas/Ft. Worth
0.98,34903.11,Denver
0.89,16467.48,Detroit
1.97,1212.71,Grand Rapids
1.1,167640.67,Great Lakes
1.91,6893.99,Harrisburg/Scranton
2.54,7514.4,Hartford/Springfield
1.02,22650.75,Houston
1.09,6248.59,Indianapolis
1.34,4102.26,Jacksonville
1.76,6257.58,Las Vegas
1.31,77692.93,Los Angeles
1.16,1887.69,Louisville
1.37,3471.8,Miami/Ft. Lauderdale
1.46,86740.86,Midsouth
1.02,5039.91,Nashville
1.51,2516.58,New Orleans/Mobile
2.22,32658.97,New York
2.01,106002.64,Northeast
1.85,10526.21,Northern New England
1.4,5860.1,Orlando
2.04,8663.02,Philadelphia
1.83,8087.23,Phoenix/Tucson
1.52,7774.07,Pittsburgh
1.71,43540.93,Plains
1.45,19755.49,Portland
1.63,7685.91,Raleigh/Greensboro
1.58,6376.59,Richmond/Norfolk
1.39,6116.62,Roanoke
2.46,3874.86,Sacramento
1.49,14513.56,San Diego
2.67,16323.32,San Francisco
1.54,26530.99,Seattle
1.49,7688.78,South Carolina
1.12,101938.87,South Central
1.29,59141.95,Southeast
1.38,2137.62,Spokane
1.53,5358.18,St. Louis
1.77,1584.0,Syracuse
1.37,5795.54,Tampa
1.42,856795.63,Total U.S.
1.34,163585.07,West
1.54,13227.83,West Tex/New Mexico
1.86,1472.84,Albany
1.19,9420.9,Atlanta
1.86,14030.99,Baltimore/Washington
1.14,2610.64,Boise
2.0,11811.4,Boston
1.52,1859.14,Buffalo/Rochester
1.61,122728.42,California
1.59,7485.47,Charlotte
1.34,40115.97,Chicago
0.82,17920.51,Cincinnati/Dayton
1.64,4249.07,Columbus
1.11,21071.85,Dallas/Ft. Worth
1.47,14088.99,Denver
1.5,8350.41,Detroit
2.11,1181.37,Grand Rapids
1.31,112979.93,Great Lakes
1.82,6655.29,Harrisburg/Scranton
2.36,8155.56,Hartford/Springfield
1.0,23369.48,Houston
1.45,3202.84,Indianapolis
1.27,2966.96,Jacksonville
1.42,7232.71,Las Vegas
1.29,75362.42,Los Angeles
1.23,2237.49,Louisville
1.17,4166.56,Miami/Ft. Lauderdale
1.46,77030.91,Midsouth
1.05,4534.36,Nashville
1.43,2560.46,New Orleans/Mobile
1.99,51329.63,New York
1.94,113583.14,Northeast
1.95,7450.03,Northern New England
1.26,5670.99,Orlando
1.87,10810.89,Philadelphia
1.83,6977.44,Phoenix/Tucson
1.48,6429.27,Pittsburgh
1.6,41255.97,Plains
0.99,35326.04,Portland
1.6,6604.78,Raleigh/Greensboro
1.61,5227.98,Richmond/Norfolk
1.5,4814.51,Roanoke
2.36,3768.98,Sacramento
1.63,12212.22,San Diego
2.57,14537.83,San Francisco
1.08,46216.41,Seattle
1.5,7408.4,South Carolina
1.1,100860.88,South Central
1.26,54712.86,Southeast
1.03,3288.85,Spokane
1.35,5402.48,St. Louis
1.63,1106.24,Syracuse
1.22,6281.56,Tampa
1.43,797042.27,Total U.S.
1.23,173890.1,West
1.34,11406.5,West Tex/New Mexico
1.93,1714.92,Albany
1.76,5456.42,Atlanta
1.83,17061.38,Baltimore/Washington
0.77,6098.96,Boise
1.98,11553.3,Boston
1.51,1098.66,Buffalo/Rochester
1.53,132890.31,California
1.62,6780.63,Charlotte
1.34,33412.35,Chicago
1.73,6592.44,Cincinnati/Dayton
1.75,4561.12,Columbus
1.12,20099.08,Dallas/Ft. Worth
0.93,23425.81,Denver
1.46,9541.46,Detroit
2.04,1361.01,Grand Rapids
1.48,95184.06,Great Lakes
1.81,8656.11,Harrisburg/Scranton
2.41,8403.07,Hartford/Springfield
1.21,20826.21,Houston
1.62,2583.94,Indianapolis
1.27,3439.46,Jacksonville
1.35,9519.43,Las Vegas
1.17,81458.1,Los Angeles
1.53,1619.79,Louisville
1.17,3329.28,Miami/Ft. Lauderdale
1.68,72923.61,Midsouth
1.5,3223.64,Nashville
1.41,3918.94,New Orleans/Mobile
2.17,37438.54,New York
2.0,109788.24,Northeast
1.9,10968.74,Northern New England
1.27,5601.65,Orlando
1.9,11376.97,Philadelphia
1.85,8657.87,Phoenix/Tucson
1.48,7784.0,Pittsburgh
1.55,43291.45,Plains
0.68,72161.05,Portland
1.6,8198.42,Raleigh/Greensboro
1.66,5233.93,Richmond/Norfolk
1.68,3911.18,Roanoke
2.41,4567.83,Sacramento
1.43,12022.95,San Diego
2.56,16169.17,San Francisco
0.81,80324.51,Seattle
1.59,6491.55,South Carolina
1.21,94378.68,South Central
1.41,46895.78,Southeast
0.89,5333.76,Spokane
1.36,4173.63,St. Louis
1.69,1016.97,Syracuse
1.21,6117.58,Tampa
1.34,914035.42,Total U.S.
0.91,318683.18,West
1.31,17382.2,West Tex/New Mexico
1.87,1376.7,Albany
1.81,5342.85,Atlanta
1.92,13901.46,Baltimore/Washington
1.05,2823.82,Boise
2.06,13438.22,Boston
1.64,3425.49,Buffalo/Rochester
1.46,164137.04,California
1.7,7225.07,Charlotte
1.34,36915.87,Chicago
1.23,10798.25,Cincinnati/Dayton
1.58,5948.66,Columbus
1.06,15669.84,Dallas/Ft. Worth
0.91,21449.37,Denver
