average_price,4046,4225,4770,small_bags,large_bags,xlarge_bags,type,geography
1.56,0.0,54.03,0.0,1738.06,10.91,0.0,organic,Syracuse
1.17,145404.19,29926.02,43.83,33251.65,18505.52,0.0,conventional,Tampa
1.76,919.89,16.4,0.0,803.33,0.0,0.0,organic,Tampa
0.89,9405464.36,12160838.62,931830.63,5005077.36,1233956.21,63229.39,conventional,Total U.S.
1.52,90203.21,212582.74,4066.09,108684.49,98576.43,0.0,organic,Total U.S.
0.75,2097720.52,2051392.83,107568.34,1360760.83,582846.33,2224.99,conventional,West
1.39,22320.01,49596.02,61.25,3623.32,64326.57,0.0,organic,West
0.74,398871.12,133434.18,21088.12,68233.56,1604.79,0.0,conventional,West Tex/New Mexico
0.93,794.7,109149.67,130.5,8042.21,103.14,0.0,conventional,Albany
1.85,10.44,178.7,0.0,806.82,0.0,0.0,organic,Albany
0.96,324932.28,31019.08,275.8,38903.57,22628.21,13.53,conventional,Atlanta
1.78,1589.39,1581.83,0.0,208.32,231.37,0.0,organic,Atlanta
1.15,44400.26,399851.59,24291.2,149070.4,1895.88,0.0,conventional,Baltimore/Washington
1.72,550.57,4510.99,337.45,2920.24,4084.6,0.0,organic,Baltimore/Washington
0.99,27148.61,2985.73,6458.44,21842.87,4.44,20.96,conventional,Boise
0.87,26.21,738.96,2.58,1147.38,2139.36,0.0,organic,Boise
1.01,4641.02,455362.38,219.4,89523.38,199.58,0.0,conventional,Boston
1.55,18.24,434.18,251.75,7848.99,10.81,0.0,organic,Boston
1.35,1421.12,40783.22,66.45,56202.44,0.0,0.0,conventional,Buffalo/Rochester
1.45,0.0,130.62,0.0,1502.72,2684.6,0.0,organic,Buffalo/Rochester
0.87,1806690.08,1627240.76,232985.13,1404012.0,180150.37,8275.96,conventional,California
1.39,13609.24,46518.56,3.05,24359.79,14114.76,0.0,organic,California
0.95,31727.46,62544.19,23842.95,35793.08,3238.51,0.0,conventional,Charlotte
1.9,321.35,1353.35,527.18,473.33,44.96,0.0,organic,Charlotte
1.07,40380.09,451470.42,94162.53,76829.42,5693.75,65.29,conventional,Chicago
1.59,876.48,23109.9,0.0,73.33,0.0,0.0,organic,Chicago
0.79,3802.6,123544.78,4574.03,15835.2,58783.54,846.12,conventional,Cincinnati/Dayton
1.32,307.35,6153.05,0.0,440.58,1798.2,0.0,organic,Cincinnati/Dayton
1.03,69742.59,21750.83,12957.84,14642.3,4307.42,1216.09,conventional,Columbus
1.59,330.43,1469.69,0.0,169.47,284.33,0.0,organic,Columbus
0.79,476178.99,319789.56,62436.8,114978.22,7472.99,34.62,conventional,Dallas/Ft. Worth
1.43,6036.65,389.17,0.0,5798.32,0.0,0.0,organic,Dallas/Ft. Worth
0.83,96222.34,321764.32,29349.34,34244.4,260040.92,81.18,conventional,Denver
1.36,7419.99,3155.41,3.32,444.05,13263.02,0.0,organic,Denver
1.05,132206.07,38088.87,47788.47,48318.35,2843.43,6342.66,conventional,Detroit
1.53,1494.58,2748.69,0.0,196.67,1237.74,0.0,organic,Detroit
1.24,3809.88,69582.68,3264.07,38257.02,2231.37,500.67,conventional,Grand Rapids
1.55,1024.98,891.47,0.0,176.66,0.0,0.0,organic,Grand Rapids
1.03,463349.67,1342449.84,228576.54,409909.7,148004.93,16157.38,conventional,Great Lakes
1.53,7762.24,46066.59,0.0,4150.64,7362.19,0.0,organic,Great Lakes
1.14,27053.78,107144.99,229.97,51752.86,877.05,0.0,conventional,Harrisburg/Scranton
2.0,68.06,235.65,19.56,1597.46,2409.5,0.0,organic,Harrisburg/Scranton
1.24,4439.86,186550.43,332.83,46493.47,741.57,0.0,conventional,Hartford/Springfield
2.34,75.32,2154.16,2410.25,2284.18,0.0,0.0,organic,Hartford/Springfield
0.73,412187.8,386865.21,81450.04,69011.01,48622.22,616.67,conventional,Houston
1.35,4757.11,93.57,0.0,6636.26,7.95,0.0,organic,Houston
1.03,4904.51,69984.32,11398.44,21259.82,15580.08,2215.72,conventional,Indianapolis
1.35,275.19,926.78,0.0,184.16,682.34,0.0,organic,Indianapolis
0.96,100533.31,8913.72,199.12,11312.69,19064.31,13.01,conventional,Jacksonville
1.9,1132.66,42.17,10.54,293.33,0.0,0.0,organic,Jacksonville
0.95,101042.61,68490.51,4942.71,33834.13,7809.39,0.0,conventional,Las Vegas
1.89,1979.71,3117.37,0.0,408.49,100.65,0.0,organic,Las Vegas
0.74,1072331.45,456120.56,67975.05,962784.81,123270.26,7813.94,conventional,Los Angeles
1.14,8067.97,13612.91,0.0,21066.55,9165.69,0.0,organic,Los Angeles
0.91,1830.69,47375.43,1613.63,11718.37,13677.35,328.35,conventional,Louisville
1.52,28.91,798.1,0.0,0.0,284.89,0.0,organic,Louisville
0.97,387065.94,49363.2,85.47,38463.54,54339.31,0.0,conventional,Miami/Ft. Lauderdale
1.5,8.91,11.73,0.0,1345.68,0.0,0.0,organic,Miami/Ft. Lauderdale
1.03,515063.58,1060753.67,113979.43,445274.87,57239.73,831.54,conventional,Midsouth
1.68,2651.64,24678.0,1960.98,10126.62,7148.5,0.0,organic,Midsouth
0.91,103097.4,11175.45,6145.91,23065.69,9806.94,134.55,conventional,Nashville
1.53,592.64,2602.48,0.0,696.67,702.92,0.0,organic,Nashville
0.86,119689.49,31214.29,437.88,44564.8,8310.74,0.0,conventional,New Orleans/Mobile
1.6,424.7,0.0,0.0,1104.46,0.0,0.0,organic,New Orleans/Mobile
1.12,15990.38,975504.52,1657.92,222446.62,39205.85,0.0,conventional,New York
1.9,2764.18,6739.98,4130.01,7553.74,2739.18,0.0,organic,New York
1.09,81055.1,2852333.86,4716.39,706707.82,51734.84,3.51,conventional,Northeast
1.8,3310.22,12755.23,7637.49,37344.72,15419.19,0.0,organic,Northeast
0.95,2970.12,369076.25,116.84,35319.62,0.0,0.0,conventional,Northern New England
1.62,9.61,134.51,0.0,7885.8,0.0,0.0,organic,Northern New England
0.96,217679.37,24260.86,168.63,31407.15,36585.51,0.0,conventional,Orlando
1.87,1757.87,80.84,0.0,598.42,0.0,0.0,organic,Orlando
1.18,12500.24,244536.03,683.27,87738.34,6908.05,3.24,conventional,Philadelphia
1.79,256.6,1559.27,952.44,1098.51,3425.26,0.0,organic,Philadelphia
0.66,546182.56,241774.69,9429.99,92028.11,18054.74,0.0,conventional,Phoenix/Tucson
1.72,5065.07,1160.53,0.0,765.64,0.0,0.0,organic,Phoenix/Tucson
1.19,1219.9,38684.45,959.83,15525.47,8943.09,0.0,conventional,Pittsburgh
1.56,283.91,46.87,0.0,354.8,167.4,0.0,organic,Pittsburgh
1.02,695419.91,463238.46,17927.73,266174.79,28516.98,1223.26,conventional,Plains
1.82,3395.15,13189.18,1592.19,4488.01,1999.68,0.0,organic,Plains
0.93,94577.23,162734.28,12487.18,159009.01,109.68,186.14,conventional,Portland
0.93,1262.85,20963.47,3.35,21656.83,23626.47,0.0,organic,Portland
0.98,51042.68,86614.43,24041.02,45573.83,355.83,0.0,conventional,Raleigh/Greensboro
1.81,240.87,2033.23,379.06,570.0,47.35,0.0,organic,Raleigh/Greensboro
0.98,57804.67,75113.57,7096.7,34365.83,0.0,0.0,conventional,Richmond/Norfolk
1.67,85.17,2009.89,194.01,1213.84,62.09,0.0,organic,Richmond/Norfolk
1.01,38378.38,34347.46,127.18,27030.08,2.97,0.0,conventional,Roanoke
1.55,108.32,2452.48,0.0,467.11,168.01,0.0,organic,Roanoke
1.0,94854.9,221627.68,16953.75,43250.73,2.88,0.0,conventional,Sacramento
1.68,1171.12,3811.97,0.0,158.56,0.0,0.0,organic,Sacramento
0.84,155111.21,118664.89,16726.87,128053.44,43991.89,0.0,conventional,San Diego
1.27,1084.4,5007.42,3.24,674.51,5472.72,0.0,organic,San Diego
1.22,127080.03,384958.63,34069.96,69022.62,781.91,103.31,conventional,San Francisco
1.94,1379.97,12152.1,0.0,181.58,0.0,0.0,organic,San Francisco
1.05,114813.13,156347.74,9650.5,173537.66,35.61,43.39,conventional,Seattle
1.03,617.87,19731.07,34.72,51.55,32901.72,0.0,organic,Seattle
0.96,148691.81,47393.23,7391.81,43815.6,9863.71,10.37,conventional,South Carolina
1.74,558.34,1373.19,268.34,1601.85,92.04,0.0,organic,South Carolina
0.78,2366879.8,1559601.21,271514.98,554563.94,115546.32,1203.17,conventional,South Central
1.43,22665.44,4692.95,0.0,31725.74,308.49,0.0,organic,South Central
0.96,2127600.06,303892.09,12361.35,326312.25,272310.91,111.54,conventional,Southeast
1.74,9360.81,5604.0,383.91,8680.07,714.87,0.0,organic,Southeast
0.99,22229.24,20738.68,2189.59,22269.39,4.28,0.0,conventional,Spokane
1.32,38.55,1587.44,0.0,0.0,942.25,0.0,organic,Spokane
0.99,64673.08,24481.09,71.71,55878.32,20979.32,0.0,conventional,St. Louis
1.8,1002.83,927.34,0.0,25.73,412.94,0.0,organic,St. Louis
1.32,773.81,33149.83,5.7,16455.23,0.0,0.0,conventional,Syracuse
1.53,1.23,124.46,0.0,1223.27,785.96,0.0,organic,Syracuse
0.96,242293.88,40944.16,52.15,42015.01,40338.72,0.0,conventional,Tampa
1.76,947.72,25.19,0.0,872.04,0.0,0.0,organic,Tampa
0.93,9855053.66,10805838.91,1016163.17,4964462.13,1371440.28,28377.23,conventional,Total U.S.
1.43,91837.92,222314.6,11645.54,149767.8,148734.45,0.0,organic,Total U.S.
0.85,1798995.46,1596329.01,134101.62,851506.76,517936.19,570.88,conventional,West
1.16,29083.18,68810.09,67.91,28892.2,101666.78,0.0,organic,West
0.78,437780.91,100110.13,13576.25,83053.1,10947.84,573.33,conventional,West Tex/New Mexico
1.8,2194.49,2981.01,25.97,2598.45,36.73,0.0,organic,West Tex/New Mexico
1.35,674.28,44638.81,58.33,9408.07,97.49,0.0,conventional,Albany
1.89,30.24,172.14,0.0,960.65,0.0,0.0,organic,Albany
1.08,251774.15,20702.45,103.06,46930.26,11867.61,0.0,conventional,Atlanta
1.89,2000.64,1925.52,0.0,36.66,10.82,0.0,organic,Atlanta
1.11,44741.37,434590.82,19112.14,141751.91,2486.16,0.0,conventional,Baltimore/Washington
1.67,504.11,4702.33,419.14,1424.08,2246.37,0.0,organic,Baltimore/Washington
1.03,25628.22,2546.09,7393.84,21900.35,11.43,24.12,conventional,Boise
1.17,10.29,409.07,0.0,689.27,698.94,0.0,organic,Boise
1.07,4912.37,390100.99,5887.72,88768.47,133.33,0.0,conventional,Boston
1.41,26.64,511.07,61.76,7340.01,0.0,0.0,organic,Boston
1.37,1164.92,38430.71,106.67,51165.21,0.0,0.0,conventional,Buffalo/Rochester
1.5,2.37,151.73,0.0,3672.26,1488.19,0.0,organic,Buffalo/Rochester
0.94,1676601.43,1543280.76,266689.82,1061703.58,136747.1,10714.52,conventional,California
1.35,12746.47,48195.95,1.52,25535.8,13313.81,0.0,organic,California
0.98,29500.04,55520.58,19842.51,33273.25,1781.51,0.0,conventional,Charlotte
1.9,326.79,1462.14,604.87,546.67,0.0,0.0,organic,Charlotte
0.91,35724.99,464574.15,96306.3,76241.25,9592.65,8230.0,conventional,Chicago
1.58,730.65,21574.99,0.0,143.33,3.33,0.0,organic,Chicago
0.85,2732.05,108930.75,7517.01,12118.45,39679.66,4447.65,conventional,Cincinnati/Dayton
1.47,303.65,6449.34,0.0,173.03,187.15,0.0,organic,Cincinnati/Dayton
1.03,57557.75,23198.49,16370.5,11760.83,4248.29,4257.36,conventional,Columbus
1.67,242.01,1474.26,0.0,222.2,64.14,0.0,organic,Columbus
0.82,439792.68,257532.45,91158.34,103511.91,10331.25,25724.53,conventional,Dallas/Ft. Worth
1.38,5742.81,384.49,0.0,4594.21,406.79,0.0,organic,Dallas/Ft. Worth
1.05,113403.55,188263.2,24477.83,34993.02,167806.94,0.0,conventional,Denver
1.35,9203.25,3262.41,4.42,276.67,14426.63,0.0,organic,Denver
1.1,110507.5,42663.06,45459.85,40496.17,2931.68,8377.98,conventional,Detroit
1.8,1421.84,3078.38,0.0,376.67,97.03,0.0,organic,Detroit
1.13,2630.11,85259.91,3211.51,30547.62,2288.36,2324.75,conventional,Grand Rapids
1.66,1015.15,816.29,0.0,160.0,0.0,0.0,organic,Grand Rapids
1.01,383701.76,1337404.03,241580.61,358218.65,122999.48,60840.92,conventional,Great Lakes
1.55,7341.18,45409.35,6.23,4761.67,5150.73,0.0,organic,Great Lakes
1.11,24111.34,100758.01,158.29,53929.04,1229.55,0.0,conventional,Harrisburg/Scranton
2.09,116.92,171.24,17.81,1452.29,1029.67,0.0,organic,Harrisburg/Scranton
1.18,4806.75,212205.34,184.96,45981.69,977.0,0.0,conventional,Hartford/Springfield
2.24,222.69,1874.44,230.89,1670.57,0.0,0.0,organic,Hartford/Springfield
0.75,382444.22,278067.11,127372.19,72198.16,31520.66,30753.33,conventional,Houston
1.27,4463.03,88.26,0.0,3278.23,1423.72,0.0,organic,Houston
1.1,3702.2,67983.94,9327.71,18144.63,12133.67,5061.53,conventional,Indianapolis
1.61,289.63,1082.9,0.0,169.1,59.66,0.0,organic,Indianapolis
1.19,63053.15,6544.15,241.09,16151.43,9940.6,5.24,conventional,Jacksonville
1.83,1078.97,55.37,15.32,593.33,0.0,0.0,organic,Jacksonville
0.96,96355.05,77086.11,4749.61,34992.96,19110.98,0.0,conventional,Las Vegas
1.99,1672.16,2841.33,0.0,258.73,149.15,0.0,organic,Las Vegas
0.85,870581.1,396515.66,96111.9,681332.22,94921.87,10409.7,conventional,Los Angeles
1.11,7660.24,13978.6,1.56,22728.58,8801.38,0.0,organic,Los Angeles
1.05,1703.96,30942.26,2554.61,11290.59,9360.13,591.88,conventional,Louisville
1.8,33.57,833.02,0.0,13.33,44.54,0.0,organic,Louisville
1.21,238269.18,32386.55,92.33,50138.45,29624.11,23.09,conventional,Miami/Ft. Lauderdale
1.5,34.6,1.3,0.0,1527.12,0.0,0.0,organic,Miami/Ft. Lauderdale
1.05,446433.13,1024405.09,96387.48,434534.42,38523.1,3737.71,conventional,Midsouth
1.71,2258.69,27086.7,2382.98,9205.1,2762.75,0.0,organic,Midsouth
0.99,87309.07,7415.81,4356.81,23562.1,4722.17,7.6,conventional,Nashville
1.66,479.91,2713.01,0.0,533.33,38.39,0.0,organic,Nashville
0.92,110266.94,18630.27,255.72,57100.55,5619.06,64.48,conventional,New Orleans/Mobile
1.66,470.42,0.0,0.0,1351.82,0.0,0.0,organic,New Orleans/Mobile
1.23,13998.35,867406.68,803.83,212615.2,44523.92,0.0,conventional,New York
1.93,3571.41,11118.88,1760.45,7057.1,1041.63,0.0,organic,New York
1.2,72576.52,2330694.41,14909.65,709816.2,60823.26,1300.0,conventional,Northeast
1.77,5825.64,17999.1,2401.24,40812.08,6788.35,0.0,organic,Northeast
1.17,2616.13,232459.75,3820.83,45911.51,0.0,0.0,conventional,Northern New England
1.65,9.65,149.62,0.0,9103.39,0.0,0.0,organic,Northern New England
1.21,131152.6,15794.56,122.07,36258.03,16747.55,0.0,conventional,Orlando
1.89,2169.48,70.88,0.0,610.36,0.0,0.0,organic,Orlando
1.33,9646.13,198361.8,532.68,88587.5,9715.02,0.0,conventional,Philadelphia
1.83,719.56,2853.84,522.0,1195.09,1610.45,0.0,organic,Philadelphia
0.53,785254.94,204147.3,10346.68,72169.92,25305.41,0.0,conventional,Phoenix/Tucson
1.79,4879.21,919.88,0.0,679.05,21.68,0.0,organic,Phoenix/Tucson
1.22,1176.24,40726.41,1003.63,17094.03,8749.15,223.33,conventional,Pittsburgh
1.55,234.43,31.59,0.0,287.87,125.62,0.0,organic,Pittsburgh
1.13,497437.17,341262.17,27253.71,255725.09,16936.24,1247.26,conventional,Plains
1.69,3393.9,12896.24,3386.0,4937.52,4857.91,0.0,organic,Plains
0.98,82416.56,134956.77,13276.06,185479.46,29.77,140.22,conventional,Portland
1.21,1202.15,8864.75,3.35,5902.85,9672.34,0.0,organic,Portland
0.98,43169.56,78630.35,20913.36,46617.48,253.47,0.0,conventional,Raleigh/Greensboro
1.77,309.75,2197.77,543.03,1350.0,0.0,0.0,organic,Raleigh/Greensboro
0.99,45598.33,73851.02,5425.25,33982.55,5.25,7.88,conventional,Richmond/Norfolk
1.67,66.16,2449.2,215.03,1265.11,3.94,0.0,organic,Richmond/Norfolk
1.0,27512.58,31883.26,116.69,27888.28,8.89,773.33,conventional,Roanoke
1.59,47.01,3008.82,0.0,495.93,17.78,0.0,organic,Roanoke
1.0,99604.61,224843.47,15917.28,45138.23,8.66,5.78,conventional,Sacramento
1.68,1124.17,3959.43,0.0,77.97,0.0,0.0,organic,Sacramento
0.94,130565.46,119298.5,25052.93,111019.22,34540.33,0.0,conventional,San Diego
1.23,1099.57,5048.8,0.0,592.32,4986.65,0.0,organic,San Diego
1.15,173521.67,364622.31,33083.99,65038.1,766.09,59.32,conventional,San Francisco
1.87,980.71,12582.57,0.0,140.51,0.0,0.0,organic,San Francisco
1.15,88134.2,139794.19,6308.35,170458.45,11.87,155.26,conventional,Seattle
1.55,505.82,13425.9,12.02,51.94,8823.42,0.0,organic,Seattle
1.04,115402.34,39931.51,6244.22,44628.73,4851.44,7.81,conventional,South Carolina
1.77,572.06,1280.97,344.25,1033.02,10.41,0.0,organic,South Carolina
0.81,2166801.03,1226508.86,412828.75,555356.92,95639.5,108072.79,conventional,South Central
1.41,21127.59,3331.02,0.0,24355.9,3673.54,0.0,organic,South Central
1.12,1449139.49,211595.53,10520.4,399343.68,135633.67,72.3,conventional,Southeast
1.8,11041.17,5879.54,516.51,7873.16,102.22,0.0,organic,Southeast
1.12,17819.26,16576.75,2660.37,24499.24,0.0,0.0,conventional,Spokane
1.56,42.41,1048.06,0.0,0.0,621.16,0.0,organic,Spokane
1.13,40333.06,23867.6,40.52,59160.36,12026.12,0.0,conventional,St. Louis
1.34,1228.13,866.31,8.84,47.86,3079.21,0.0,organic,St. Louis
1.36,646.68,22231.33,12.89,16474.25,0.0,0.0,conventional,Syracuse
1.53,0.0,72.97,0.0,2119.22,299.58,0.0,organic,Syracuse
1.15,146376.83,23810.77,33.84,50715.84,18013.56,0.0,conventional,Tampa
1.79,1214.1,11.31,0.0,853.33,0.0,0.0,organic,Tampa
0.98,8710021.76,9329861.85,1201020.01,4618389.66,1025048.77,199305.12,conventional,Total U.S.
1.53,93849.3,205909.13,8733.11,130418.73,92567.97,0.0,organic,Total U.S.
0.88,2017331.24,1314711.0,130849.6,843691.13,417746.45,13319.61,conventional,West
1.45,30114.67,45111.21,38.63,12937.47,55918.65,0.0,organic,West
0.83,389110.55,108176.29,12953.59,90392.86,23535.8,25716.67,conventional,West Tex/New Mexico
1.92,1512.45,2407.32,11.78,2213.72,109.92,0.0,organic,West Tex/New Mexico
1.33,1036.74,54454.85,48.16,8603.62,93.25,0.0,conventional,Albany
1.83,8.16,88.59,0.0,892.8,0.0,0.0,organic,Albany
0.99,292097.36,27350.92,297.9,48605.95,17748.36,0.0,conventional,Atlanta
1.84,1366.31,1652.5,0.0,103.33,72.86,0.0,organic,Atlanta
1.17,40450.49,394104.02,17353.79,142543.88,2367.22,0.0,conventional,Baltimore/Washington
1.51,363.5,5263.2,318.34,2247.43,6008.95,0.0,organic,Baltimore/Washington
0.97,30482.25,2971.94,5894.4,23520.19,5.69,35.22,conventional,Boise
0.91,15.53,508.49,0.0,1008.2,740.04,0.0,organic,Boise
1.13,3886.27,346964.7,13952.56,85913.6,99.26,0.0,conventional,Boston
1.48,9.65,775.99,39.82,7149.89,10.73,0.0,organic,Boston
1.35,1367.81,39542.83,85.76,55236.68,0.0,0.0,conventional,Buffalo/Rochester
1.47,0.0,166.37,0.0,2751.87,2124.91,0.0,organic,Buffalo/Rochester
0.9,1833946.59,1760956.02,232755.85,1090140.07,110737.35,11829.59,conventional,California
1.45,14306.68,50893.97,0.0,29507.45,3868.53,0.0,organic,California
0.96,33070.27,62956.24,23041.69,35130.42,2499.62,0.0,conventional,Charlotte
1.9,389.52,1416.49,682.38,460.0,0.0,0.0,organic,Charlotte
0.93,42799.0,445218.79,78378.25,83066.75,1617.67,10056.67,conventional,Chicago
1.58,1064.71,19320.66,0.0,610.0,0.0,0.0,organic,Chicago
0.87,2633.37,100444.22,9546.88,14050.64,30968.06,5350.6,conventional,Cincinnati/Dayton
1.43,249.94,5919.28,0.0,266.67,652.47,0.0,organic,Cincinnati/Dayton
0.99,41808.54,27120.67,15564.05,15032.43,3874.64,4164.71,conventional,Columbus
1.53,289.7,1781.31,0.0,189.66,710.12,0.0,organic,Columbus
0.8,494425.64,276556.76,84912.97,136560.04,12277.7,15657.53,conventional,Dallas/Ft. Worth
1.33,5921.12,421.38,0.0,3584.44,933.13,0.0,organic,Dallas/Ft. Worth
0.98,93034.2,246747.13,19103.69,38620.02,227884.21,85.85,conventional,Denver
1.43,9299.54,2853.98,12.14,330.31,11232.65,0.0,organic,Denver
1.08,83097.26,50545.78,59789.18,48936.21,762.35,12368.92,conventional,Detroit
1.61,1276.73,3370.14,0.0,366.67,1820.88,0.0,organic,Detroit
1.13,2992.62,101109.84,5754.75,30738.09,2919.24,4199.31,conventional,Grand Rapids
1.67,822.95,941.11,0.0,246.67,0.0,0.0,organic,Grand Rapids
1.01,336673.7,1411808.83,254629.93,400003.8,98401.09,79085.61,conventional,Great Lakes
1.49,6557.08,43451.67,4.66,6579.3,10183.14,0.0,organic,Great Lakes
1.16,22694.58,98629.2,149.11,51396.6,776.06,0.0,conventional,Harrisburg/Scranton
1.45,79.19,186.22,16.23,959.63,4587.11,0.0,organic,Harrisburg/Scranton
1.27,4427.27,194438.24,169.66,43577.26,944.14,0.0,conventional,Hartford/Springfield
2.32,88.59,3733.01,6.81,1619.34,78.75,0.0,organic,Hartford/Springfield
0.78,389773.22,288003.62,126150.81,73711.94,36493.62,30373.33,conventional,Houston
1.31,4797.41,57.91,0.0,4815.51,927.47,0.0,organic,Houston
1.04,4647.28,69384.73,11206.4,20644.64,11524.06,5688.98,conventional,Indianapolis
1.49,207.04,1052.49,0.0,394.95,71.77,0.0,organic,Indianapolis
0.99,91470.46,7688.79,514.7,15300.85,18008.04,0.0,conventional,Jacksonville
1.82,1154.87,45.01,28.43,526.67,0.0,0.0,organic,Jacksonville
0.83,135799.94,93317.46,4977.64,34675.97,23936.13,0.0,conventional,Las Vegas
1.94,1188.98,2391.02,0.0,701.41,314.09,0.0,organic,Las Vegas
0.8,976982.58,455203.42,86202.11,722787.61,74359.03,11407.39,conventional,Los Angeles
1.21,8914.66,15290.56,0.0,25485.27,2784.18,0.0,organic,Los Angeles
1.04,1377.63,37760.21,3204.01,11289.8,7288.66,734.63,conventional,Louisville
1.82,9.98,690.02,0.0,60.0,102.59,0.0,organic,Louisville
0.99,387953.32,44652.25,54.44,53606.13,58798.6,0.0,conventional,Miami/Ft. Lauderdale
1.57,120.88,18.16,0.0,1016.67,0.0,0.0,organic,Miami/Ft. Lauderdale
1.05,435246.31,1022861.71,103811.97,464119.16,35717.26,3374.92,conventional,Midsouth
1.6,2070.07,25260.38,2431.47,11522.75,10483.56,0.0,organic,Midsouth
0.96,79508.7,8706.29,4748.08,23563.06,7140.43,3.33,conventional,Nashville
1.62,501.13,2284.69,0.0,840.0,269.94,0.0,organic,Nashville
0.91,105570.93,18655.62,284.7,53908.72,9224.82,19.5,conventional,New Orleans/Mobile
1.55,383.17,5.85,0.0,1826.72,0.0,0.0,organic,New Orleans/Mobile
1.17,13711.19,872603.6,894.58,208470.99,34191.25,4.44,conventional,New York
1.9,1752.06,6546.95,1319.02,5757.79,6189.76,0.0,organic,New York
1.2,69920.54,2313155.65,35858.35,690116.94,46305.06,1003.66,conventional,Northeast
1.7,2608.86,15574.88,1202.38,34774.94,21723.63,0.0,organic,Northeast
1.21,2601.32,250270.9,12123.24,39602.96,0.0,0.0,conventional,Northern New England
1.65,10.91,155.21,0.0,7953.81,0.0,0.0,organic,Northern New England
0.99,211102.9,20765.29,124.04,40641.55,33139.76,0.0,conventional,Orlando
1.67,1617.61,49.42,0.0,1119.57,323.85,0.0,organic,Orlando
1.25,9778.07,208945.03,530.89,82776.35,6513.36,3.18,conventional,Philadelphia
1.5,340.1,2365.13,3.71,560.04,5511.17,0.0,organic,Philadelphia
0.49,738314.8,286858.37,11642.46,70749.02,30142.78,0.0,conventional,Phoenix/Tucson
1.72,5038.15,906.49,0.0,1324.33,153.5,0.0,organic,Phoenix/Tucson
1.25,1241.48,45856.11,951.32,17512.17,7392.15,156.67,conventional,Pittsburgh
1.5,199.16,29.63,0.0,450.74,69.5,0.0,organic,Pittsburgh
1.1,571602.6,404837.9,25188.57,279127.08,24838.63,1328.45,conventional,Plains
1.6,3224.07,13453.09,1672.35,5921.08,7770.73,0.0,organic,Plains
1.01,87748.64,131201.91,16182.87,181763.3,44.65,249.1,conventional,Portland
1.24,1189.96,10909.14,10.05,6705.83,8303.19,0.0,organic,Portland
0.96,47444.55,86212.38,21669.44,52596.72,502.87,0.0,conventional,Raleigh/Greensboro
1.74,256.26,1936.8,437.05,1116.34,158.99,0.0,organic,Raleigh/Greensboro
0.98,46837.66,67974.89,5986.26,40770.1,3.44,5.25,conventional,Richmond/Norfolk
1.53,59.01,1910.71,233.68,1292.73,620.25,0.0,organic,Richmond/Norfolk
0.96,33255.5,31680.16,152.86,32877.16,0.0,619.24,conventional,Roanoke
1.41,33.27,2525.8,0.0,690.0,1118.4,0.0,organic,Roanoke
0.98,98482.89,249362.94,13805.3,42084.71,5.78,0.0,conventional,Sacramento
1.72,1142.95,3722.48,0.0,80.97,0.0,0.0,organic,Sacramento
0.92,141447.28,130341.75,20174.55,116383.07,31621.75,0.0,conventional,San Diego
1.62,1834.72,5181.54,0.0,472.88,1215.58,0.0,organic,San Diego
1.05,181704.67,422617.8,28184.73,59094.49,582.9,21.81,conventional,San Francisco
1.88,792.47,13036.76,0.0,252.35,0.0,0.0,organic,San Francisco
1.09,101442.85,178459.6,7000.66,162930.64,26.71,325.48,conventional,Seattle
1.51,610.22,13103.85,4.01,80.12,7580.46,0.0,organic,Seattle
0.98,137133.17,48908.4,8151.76,48181.83,9060.09,7.83,conventional,South Carolina
1.71,561.54,1202.97,306.62,1516.55,30.03,0.0,organic,South Carolina
0.81,2295315.43,1290847.05,392846.12,663310.0,105317.59,84028.58,conventional,South Central
1.39,21950.8,3750.99,0.0,26668.65,3927.44,0.0,organic,South Central
0.98,2045752.24,275823.43,13994.48,425319.18,264039.61,27.11,conventional,Southeast
1.7,9112.06,5396.93,486.56,9824.23,912.91,0.0,organic,Southeast
1.05,20577.16,21592.44,2889.97,21900.09,0.0,139.72,conventional,Spokane
1.59,41.54,1206.17,0.0,12.85,462.8,0.0,organic,Spokane
1.1,50481.76,25206.85,23.89,58430.48,17978.39,0.0,conventional,St. Louis
1.07,1347.91,935.8,12.36,214.52,5341.14,0.0,organic,St. Louis
1.36,828.65,23560.51,14.41,17940.65,0.0,0.0,conventional,Syracuse
1.54,0.0,73.22,0.0,1336.27,242.7,0.0,organic,Syracuse
0.97,246326.83,35652.12,56.54,55850.56,38301.93,0.0,conventional,Tampa
1.63,874.75,17.54,0.0,1216.67,52.88,0.0,organic,Tampa
0.95,9626901.09,10197890.05,1184340.09,4850404.09,1252626.31,185822.04,conventional,Total U.S.
1.52,89709.92,206198.62,5836.04,142262.93,105780.08,0.0,organic,Total U.S.
0.83,2038443.68,1717599.45,125254.82,838267.79,567269.76,5144.13,conventional,West
1.46,29880.32,48416.71,38.63,17464.54,46910.16,0.0,organic,West
0.71,451904.51,141599.36,15486.97,123158.22,33065.33,11190.0,conventional,West Tex/New Mexico
1.81,1478.79,2629.64,14.1,2855.55,177.55,0.0,organic,West Tex/New Mexico
1.03,939.71,139735.9,132.35,8056.43,173.76,0.0,conventional,Albany
1.75,7.0,187.9,0.0,950.6,0.0,0.0,organic,Albany
